CANAN-Çevik-1030522093-3,999-2-1-4-K
BURHAN-Tokgöz-1030520421-2,506-3699-905-4-E
ARİF-Erbay-1030520342-2,505-3701-906-4-E
NAZİFE-Elmastaşoğlu-1030520132-2,503-3707-907-4-K
FERİHA-Öztonga-1030521406-2,501-3713-908-4-K
EMRAH-Akay-1030522309-2,501-3714-909-4-E
FAHRİ-Beşok-1030520817-2,499-3716-910-4-E
FATMA-Erçetin-1030521396-2,499-3717-911-4-K
SELİM-Korol-1030520151-2,498-3718-912-4-E
BARAN-Topaloğlu-1030522236-2,498-3719-913-4-E
EMİNE-Ekşioğlu-1030521198-2,497-3723-914-4-K
NAZİK-Özberk-1030521970-2,497-3724-915-4-K
RÜMEYSA-Özdenak-1030522434-2,497-3725-916-4-K
MERAL-Alnıaçık-1030521987-2,496-3729-917-4-K
GÜLÇİN-Çamdalı-1030522499-2,494-3734-918-4-K
DİLAY-Sinanoğlu-1030521675-2,492-3738-919-4-K
FATİH-Karaböcek-1030521538-2,489-3746-920-4-E
CANTEKİN-Aşıkoğlu-1030522008-2,489-3747-921-4-E
HALİT-Ağaoğlu-1030520207-2,487-3752-922-4-E
EMRE-Arıcan-1030521255-2,486-3754-923-4-E
ŞERİFE-Tuğlu-1030521323-2,486-3755-924-4-K
SUZAN-Öymen-1030521569-2,485-3756-925-4-K
ERTUĞRUL-Toraman-1030521903-2,484-3759-926-4-E
VOLKAN-Kılıççı-1030521145-2,483-3763-927-4-E
SEDA-Poçan-1030521331-2,482-3768-928-4-K
ÇİLENAY-Ilıcalı-1030520733-2,48-3770-929-4-K
UTKU-Bademci-1030521201-2,479-3774-930-4-E
SİNAN-Düşenkalkar-1030521266-2,479-3775-931-4-E
ÇİLAY-Özberk-1030521869-2,478-3776-932-4-K
KÜRŞAD-Saygıner-1030520977-2,475-3785-933-4-E
MELİKE-Mayhoş-1030522160-2,475-3786-934-4-K
CEM-Atan-1030521230-2,474-3789-935-4-E
SENEM-Ayaydın-1030521222-2,472-3793-936-4-K
GÖKHAN-Adan-1030520181-2,47-3794-937-4-E
LEYLA-Pekkan-1030521007-2,47-3795-938-4-K
BERKAN-Özbey-1030520142-2,469-3798-939-4-E
ASLIHAN-Adal-1030520967-2,469-3799-940-4-K
İLAYDA-Tekelioğlu-1030522104-2,468-3802-941-4-K
CEYLAN-Velioğlu-1030520913-2,466-3804-942-4-K
CEYLAN-Akan-1030522164-2,466-3805-943-4-K
ÇAĞRI-Sarıoğlu-1030520114-2,462-3823-944-4-E
FERİHA-Kasapoğlu-1030520683-2,461-3828-945-4-K
BURAK-Çatalbaş-1030522082-2,461-3829-946-4-E
EYŞAN-Babacan-1030522014-2,457-3835-947-4-K
FATMA-Kocabıyık-1030520735-2,456-3840-948-4-K
EBRU-Ozansoy-1030521890-2,456-3841-949-4-K
SELİN-Ilıcalı-1030522488-2,453-3846-950-4-K
RABİA-Keçeci-1030522176-2,45-3860-951-4-K
NURULLAH-Koçyiğit-1030522240-2,45-3861-952-4-E
CANER-Erbulak-1030520335-2,449-3862-953-4-E
NECLA-Ertürk-1030521568-2,449-3863-954-4-K
ÇAĞATAY-Babaoğlu-1030522277-2,449-3864-955-4-E
ERSİN-Kutlay-1030521556-2,448-3866-956-4-E
DERYA-Topçuoğlu-1030522322-2,446-3873-957-4-K
ANIL-Aydan-1030520473-2,443-3882-958-4-E
EBRU-Sadıklar-1030521318-2,439-3893-959-4-K
ERKAN-Karaer-1030521787-2,438-3897-960-4-E
ÇİCEK-Kahveci-1030522220-2,438-3898-961-4-K
TUĞRAN-Avan-1030520721-2,436-3902-962-4-E
AYLİN-Topaloğlu-1030520044-2,434-3908-963-4-K
AFŞIN-Numanoğlu-1030521662-2,434-3909-964-4-E
DUYGU-Balcı-1030520110-2,433-3912-965-4-K
MERT-Menemencioğlu-1030521648-2,433-3913-966-4-E
NURAN-Ertepınar-1030520200-2,431-3920-967-4-K
HAZİM-Karabulut-1030522272-2,431-3921-968-4-E
SERGEN-Karabulut-1030520165-2,429-3924-969-4-E
ENES-Pekkan-1030520504-2,429-3925-970-4-E
BERKAN-Erginsoy-1030520863-2,427-3932-971-4-E
BERAT-Erberk-1030522038-2,427-3933-972-4-E
MİHRİBAN-Küçükler-1030522347-2,427-3934-973-4-K
MELEK-Beşok-1030520892-2,421-3945-974-4-K
RABİA-Akman-1030520796-2,42-3949-975-4-K
MİRAY-Berberoğlu-1030521048-2,419-3951-976-4-K
CEYDA-Küçükler-1030521421-2,417-3958-977-4-K
HACI-Ayaydın-1030522210-2,417-3959-978-4-E
EREN-Erkekli-1030520506-2,416-3960-979-4-E
METEHAN-Adan-1030520525-2,414-3964-980-4-E
ABDURRAHMAN-Alyanak-1030522149-2,412-3967-981-4-E
KÜRŞAD-Velioğlu-1030520501-2,411-3968-982-4-E
AYFER-Kulaksızoğlu-1030521407-2,408-3972-983-4-K
İPEK-Karabulut-1030520489-2,404-3982-984-4-K
CEYDA-Topaloğlu-1030521785-2,403-3983-985-4-K
CAFER-Avan-1030522076-2,403-3984-986-4-E
FATİH-Akay-1030520646-2,4-3987-987-4-E
EYÜP-Arıcan-1030521033-2,394-4002-988-4-E
BEGÜM-Ekşioğlu-1030521202-2,394-4003-989-4-K
EMİNE-Uluhan-1030520965-2,393-4008-990-4-K
ESEN-Sezek-1030522474-2,391-4016-991-4-K
KÜBRA-Önür-1030522196-2,389-4021-992-4-K
YEŞİM-Özgörkey-1030520437-2,388-4025-993-4-K
TUNA-Hamzaoğlu-1030521327-2,388-4026-994-4-E
EMİNE-Korol-1030522246-2,388-4027-995-4-K
HAKKI-Barbarosoğlu-1030521328-2,387-4031-996-4-E
MÜGE-Karaduman-1030521904-2,387-4032-997-4-K
UĞUR-Türkyılmaz-1030522049-2,385-4036-998-4-E
CANAN-Akyüz-1030521663-2,383-4039-999-4-K
VOLKAN-Kunt-1030521092-2,381-4041-1000-4-E
TOPRAK-Bakırcıoğlu-1030522212-2,381-4042-1001-4-E
SAİD-Körmükçü-1030522388-2,381-4043-1002-4-E
BÜLENT-Erdoğan-1030521505-2,379-4048-1003-4-E
FERİHA-Özdoğan-1030520075-2,378-4049-1004-4-K
KADİR-Karaböcek-1030520441-2,378-4050-1005-4-E
İPEK-Özbey-1030522460-2,378-4051-1006-4-K
DERYA-Kunter-1030521413-2,374-4059-1007-4-K
EBRU-Polat-1030521135-2,372-4063-1008-4-K
SELÇUK-Balcı-1030521161-2,371-4065-1009-4-E
CANSU-Babacan-1030521778-2,371-4066-1010-4-K
ÇETİN-Dağlaroğlu-1030522380-2,368-4075-1011-4-E
ONUR-Kaya -1030522061-2,364-4084-1012-4-E
SELÇUK-Türkdoğan-1030520220-2,363-4085-1013-4-E
HALİT-Kahveci-1030520313-2,363-4086-1014-4-E
MELODİ-Tokatlıoğlu-1030521857-2,361-4092-1015-4-K
HALİL-Velioğlu-1030522060-2,356-4100-1016-4-E
MİNE-Kurutluoğlu-1030521859-2,355-4104-1017-4-K
GÖZDE-Hakyemez-1030522177-2,355-4105-1018-4-K
KÜRŞAD-Özdenak-1030520889-2,352-4111-1019-4-E
GÜLNAZ-Mertoğlu-1030522241-2,349-4115-1020-4-K
TAHA-Erdoğan-1030521368-2,348-4117-1021-4-E
DİLBERAYELA-Yalçın-1030520258-2,347-4119-1022-4-K
ABDURRAHMAN-Pektemek-1030520545-2,347-4120-1023-4-E
EKREM-Alyanak-1030520442-2,346-4124-1024-4-E
BAŞARAN-Ekşioğlu-1030520813-2,346-4125-1025-4-E
ONUR-Aybar-1030520292-2,341-4139-1026-4-E
BÜŞRA-Yıldırım -1030522201-2,339-4142-1027-4-K
ATAKAN-Elmastaşoğlu-1030520211-2,338-4145-1028-4-E
DEFNE-Duygulu-1030520765-2,336-4148-1029-4-K
ADEM-Özdenak-1030520477-2,331-4158-1030-4-E
TUĞBA-Doğan -1030520604-2,33-4164-1031-4-K
SEMİHA-Dağdaş-1030521245-2,328-4169-1032-4-K
AHSEN-Korol-1030520316-2,326-4174-1033-4-K
FERDA-Ilıcalı-1030520411-2,326-4175-1034-4-K
MEHTAP-Kulaksızoğlu-1030522018-2,324-4182-1035-4-K
BAŞARAN-Ekici-1030522088-2,324-4183-1036-4-E
KEMAL-Yalçın-1030521700-2,322-4185-1037-4-E
MİNE-Menemencioğlu-1030521898-2,321-4189-1038-4-K
BARAN-Çağıran-1030520586-2,32-4194-1039-4-E
AHU-Bakırcıoğlu-1030521382-2,32-4195-1040-4-K
DAMLA-Kulaksızoğlu-1030521621-2,32-4196-1041-4-K
NİHAL-Abadan-1030520347-2,315-4205-1042-4-K
BERRE-Babacan-1030520387-2,312-4215-1043-4-K
ÖMER-Kaya -1030521428-2,311-4219-1044-4-E
HAKKI-Arslanoğlu-1030521269-2,306-4230-1045-4-E
İREM-Ilıcalı-1030520216-2,304-4236-1046-4-K
CEM-Kunter-1030520822-2,302-4240-1047-4-E
ESEN-Sarıoğlu-1030520167-2,299-4246-1048-4-K
DESTAN-Arıcan-1030521633-2,298-4249-1049-4-K
VOLKAN-Biçer-1030522349-2,294-4260-1050-4-E
TAHA-Orbay-1030522223-2,286-4273-1051-4-E
ILGIN-Akyürek-1030521799-2,282-4284-1052-4-K
CEREN-Körmükçü-1030522418-2,282-4285-1053-4-K
GAYE-Tüzün-1030520433-2,281-4286-1054-4-K
SEFA-Gümüşpala-1030521725-2,281-4287-1055-4-E
CANSU-Ekşioğlu-1030521488-2,28-4288-1056-4-K
DİLAY-Erkekli-1030522311-2,274-4297-1057-4-K
NEŞE-Tanrıkulu-1030520321-2,271-4301-1058-4-K
FEYZA-Abacı-1030522079-2,27-4304-1059-4-K
DOĞAN-Nalbantoğlu-1030521349-2,269-4308-1060-4-E
RESUL-Tazegül-1030521520-2,268-4309-1061-4-E
NURULLAH-Elmastaşoğlu-1030520189-2,265-4316-1062-4-E
PINAR-Özdenak-1030521526-2,264-4318-1063-4-K
HAMZA-Okumuş-1030522075-2,264-4319-1064-4-E
NERGİS-Beşerler-1030520557-2,263-4324-1065-4-K
RUKİYE-Atakol-1030521347-2,263-4325-1066-4-K
HİKMET-Polat-1030520298-2,262-4328-1067-4-E
KEMAL-Kavaklıoğlu-1030520323-2,26-4335-1068-4-E
YELİZ-Tüzün-1030522430-2,259-4337-1069-4-K
KADİR-Nebioğlu-1030520352-2,256-4341-1070-4-E
ONUR-Atakol-1030520318-2,253-4350-1071-4-E
HANDE-Küçükler-1030521632-2,251-4352-1072-4-K
DUYGU-Sezek-1030522276-2,251-4353-1073-4-K
ÇAĞLAR-Karaer-1030521656-2,25-4355-1074-4-E
MUHAMMED-Paksüt-1030520094-2,246-4361-1075-4-E
SEVGİ-Topçuoğlu-1030520687-2,245-4362-1076-4-K
ŞEVVAL-Alyanak-1030520453-2,242-4367-1077-4-K
TALHA-Çatalbaş-1030520841-2,239-4374-1078-4-E
AÇELYA-Kutlay-1030521216-2,236-4377-1079-4-K
FATİH-Taşlı-1030521159-2,235-4379-1080-4-E
YEŞİM-Sadıklar-1030521042-2,233-4384-1081-4-K
EMİR-Hakyemez-1030522136-2,233-4385-1082-4-E
CANSEL-Sarıoğlu-1030521773-2,227-4398-1083-4-K
ELÇİN-Avan-1030520875-2,225-4406-1084-4-K
GÜNAY-Gönültaş-1030522295-2,224-4408-1085-4-K
BUĞRA-Köybaşı-1030520470-2,219-4423-1086-4-E
AÇELYA-Ilıcalı-1030521442-2,217-4426-1087-4-K
ÖZGÜR-Özberk-1030521705-2,217-4427-1088-4-E
BERRE-Arslanoğlu-1030521395-2,215-4436-1089-4-K
SEYİT-Samancı-1030521248-2,212-4441-1090-4-E
AYFER-Atakol-1030521443-2,212-4442-1091-4-K
NUR-Solmaz-1030521499-2,21-4447-1092-4-K
ÇİCEK-Alpuğan-1030521804-2,208-4453-1093-4-K
RABİA-Akbulut-1030520407-2,207-4456-1094-4-K
TAYFUN-Yıldızoğlu-1030520972-2,207-4457-1095-4-E
HAKAN-Sepetçi-1030520851-2,206-4462-1096-4-E
KADİR-Pekkan-1030522279-2,206-4463-1097-4-E
EMRE-Karaer-1030520949-2,202-4468-1098-4-E
GÜLNAZ-Okumuş-1030522140-2,201-4471-1099-4-K
FERHAN-Babacan-1030520127-2,194-4482-1100-4-K
GÖNÜL-Alyanak-1030520516-2,193-4487-1101-4-K
FEYZA-Türkyılmaz-1030521322-2,192-4489-1102-4-K
ÖZKAN-Dağdaş-1030520195-2,189-4495-1103-4-E
NİMET-Duygulu-1030520018-2,187-4500-1104-4-K
MAHMUT-Topçuoğlu-1030520853-2,187-4501-1105-4-E
YELİZ-Yılmazer-1030520122-2,183-4505-1106-4-K
HAMZA-Hamzaoğlu-1030521224-2,18-4512-1107-4-E
MUHAMMED-Alyanak-1030520715-2,177-4520-1108-4-E
GÜLNAZ-Yıldızoğlu-1030520850-2,177-4521-1109-4-K
HASAN-Adal-1030521875-2,174-4529-1110-4-E
RAMAZAN-Demirbaş-1030522327-2,168-4538-1111-4-E
FAZIL-Kaya -1030520835-2,165-4544-1112-4-E
FAHRİ-Günday-1030522374-2,163-4551-1113-4-E
MERT-Koçyiğit-1030520144-2,162-4555-1114-4-E
MERAL-Topaloğlu-1030521390-2,162-4556-1115-4-K
MİNE-Özkara-1030520024-2,161-4560-1116-4-K
ALMİLA-Tütüncü-1030520865-2,159-4566-1117-4-K
YAHYA-Baturalp-1030522102-2,158-4567-1118-4-E
AHSEN-Kaya -1030520412-2,156-4572-1119-4-K
AYFER-Ağaoğlu-1030520010-2,155-4573-1120-4-K
RECEP-Adan-1030521419-2,153-4582-1121-4-E
KALENDER-Erkekli-1030521733-2,153-4583-1122-4-E
FAHRİ-Barbarosoğlu-1030520389-2,15-4593-1123-4-E
ÇAĞLAR-Atan-1030520793-2,149-4597-1124-4-E
KAAN-Koç-1030521971-2,149-4598-1125-4-E
MURAT-Denkel-1030522357-2,149-4599-1126-4-E
MUSTAFA-Uluhan-1030520784-2,148-4601-1127-4-E
YEŞİM-Ozansoy-1030521358-2,148-4602-1128-4-K
FATİH-Kutlay-1030521451-2,148-4603-1129-4-E
ATAKAN-Egeli-1030520778-2,146-4609-1130-4-E
İSMAİL-Kahveci-1030522477-2,146-4610-1131-4-E
HATİCE-Topaloğlu-1030520003-2,145-4611-1132-4-K
MEMDUH-Yalçın-1030521402-2,145-4612-1133-4-E
YUNUSHAN-Gönültaş-1030521680-2,145-4613-1134-4-E
VEYSEL-Hamzaoğlu-1030522364-2,145-4614-1135-4-E
NAZİFE-Özbey-1030520754-2,143-4617-1136-4-K
HİLMİ-Erez-1030521567-2,143-4618-1137-4-E
CİVAN-Tokatlıoğlu-1030521218-2,141-4622-1138-4-E
RAMAZAN-Sadıklar-1030520012-2,14-4626-1139-4-E
MELİKE-Hamzaoğlu-1030520160-2,136-4634-1140-4-K
BÜŞRA-Aclan-1030520607-2,136-4635-1141-4-K
EMRE-Bolatlı-1030520933-2,136-4636-1142-4-E
SEMA-Avan-1030521100-2,136-4637-1143-4-K
HAZAN-Gönültaş-1030520326-2,132-4648-1144-4-K
SİNEM-Poyrazoğlu-1030521438-2,131-4653-1145-4-K
CÜNEYT-Sarıoğlu-1030522099-2,129-4662-1146-4-E
TAHA-Korol-1030520931-2,128-4666-1147-4-E
ALİ-Öztonga-1030520641-2,125-4671-1148-4-E
İZZET-Özbey-1030520227-2,124-4672-1149-4-E
ALMİLA-Özdoğan-1030520563-2,123-4674-1150-4-K
SAMET-Karaböcek-1030521289-2,123-4675-1151-4-E
NURAN-Elçiboğa-1030520823-2,122-4678-1152-4-K
FATİH-Günday-1030520089-2,121-4681-1153-4-E
TAYFUR-Karaböcek-1030520440-2,119-4687-1154-4-E
FAİK-Akman-1030521143-2,115-4697-1155-4-E
YUNUSHAN-Özgörkey-1030521704-2,113-4700-1156-4-E
ŞERİFE-Avan-1030521004-2,112-4702-1157-4-K
FAZIL-Nebioğlu-1030520623-2,11-4707-1158-4-E
HAYAL-Taşçı-1030520718-2,11-4708-1159-4-K
İLKNUR-Arslanoğlu-1030521500-2,11-4709-1160-4-K
FATİH-Ekici-1030521712-2,11-4710-1161-4-E
RABİA-Nalbantoğlu-1030522494-2,109-4712-1162-4-K
NAZİK-Hakyemez-1030520188-2,108-4717-1163-4-K
TAYFUN-Ertürk-1030520779-2,108-4718-1164-4-E
KADİR-Sepetçi-1030521527-2,108-4719-1165-4-E
DENİZ-Erbay-1030522404-2,107-4720-1166-4-E
ADEM-Korol-1030521029-2,101-4730-1167-4-E
İPEK-Avan-1030520409-2,1-4732-1168-4-K
EREN-Kasapoğlu-1030520404-2,096-4739-1169-4-E
KEREM-Günday-1030521276-2,096-4740-1170-4-E
HALİME-Özdoğan-1030521793-2,096-4741-1171-4-K
AYÇA-Karaer-1030522293-2,091-4750-1172-4-K
HİKMET-Bakırcıoğlu-1030522116-2,09-4752-1173-4-E
HALDUN-Körmükçü-1030521759-2,089-4755-1174-4-E
SEVİL-Tüzün-1030520849-2,088-4757-1175-4-K
ÇAĞLAR-Barbarosoğlu-1030522134-2,088-4758-1176-4-E
KÜRŞAD-Hakyemez-1030520179-2,086-4762-1177-4-E
SERDAR-Özberk-1030520645-2,085-4766-1178-4-E
METEHAN-Polat-1030521022-2,082-4775-1179-4-E
CANAN-Bolatlı-1030520771-2,08-4781-1180-4-K
GÖKHAN-Sezek-1030521173-2,08-4782-1181-4-E
MAHMUT-Taşlı-1030522382-2,08-4783-1182-4-E
EFE-Yılmazer-1030520143-2,076-4794-1183-4-E
DEMET-Ekici-1030522016-2,074-4799-1184-4-K
EYLÜL-Tanrıkulu-1030521352-2,071-4802-1185-4-K
NECLA-Tuğlu-1030520346-2,069-4805-1186-4-K
GAYE-Balaban-1030520507-2,069-4806-1187-4-K
MAHMUT-Köybaşı-1030522214-2,065-4819-1188-4-E
VEYSEL-Egeli-1030520320-2,064-4821-1189-4-E
ÖZKAN-Akgül-1030521474-2,063-4824-1190-4-E
DOĞUKAN-Gönültaş-1030522041-2,06-4830-1191-4-E
AHU-Özkök -1030521739-2,059-4832-1192-4-K
NİHAL-Babacan-1030521549-2,057-4836-1193-4-K
HACI-Özdenak-1030522091-2,057-4837-1194-4-E
ÇİLAY-Tekelioğlu-1030521681-2,051-4846-1195-4-K
MELODİ-Kurutluoğlu-1030520161-2,048-4850-1196-4-K
HALİME-Çatalbaş-1030521782-2,047-4851-1197-4-K
GÜLNİHAL-Elmastaşoğlu-1030521418-2,044-4859-1198-4-K
EMRULLAH-Sarıoğlu-1030521965-2,042-4864-1199-4-E
SALİH-Öztonga-1030522419-2,04-4869-1200-4-E
YASEMİN-Velioğlu-1030521345-2,035-4877-1201-4-K
AÇELYA-Tokgöz-1030520549-2,031-4883-1202-4-K
ERDEM-Karadaş-1030520770-2,029-4888-1203-4-E
ENES-Uluhan-1030521744-2,026-4895-1204-4-E
HİLMİ-Durak -1030520434-2,025-4897-1205-4-E
CUMA-Adıvar-1030520444-2,023-4902-1206-4-E
NELİS-Kıraç -1030521683-2,023-4903-1207-4-K
ARİF-Aykaç-1030521463-2,022-4906-1208-4-E
GÜLNAZ-Aşıkoğlu-1030520069-2,02-4910-1209-4-K
SELİM-Dağdaş-1030522094-2,019-4913-1210-4-E
SAMET-Yıldırım -1030520365-2,017-4922-1211-4-E
CEREN-Sepetçi-1030522064-2,017-4923-1212-4-K
SEYYİD-Ekici-1030521872-2,013-4934-1213-4-E
DENİZ-Akal-1030521494-2,012-4936-1214-4-K
ECENUR-Dalkıran-1030521882-2,012-4937-1215-4-K
OSMAN-Sadıklar-1030522284-2,008-4946-1216-4-E
HÜSAMEDDİN-Dalkıran-1030522233-2,007-4947-1217-4-E
CANER-Çatalbaş-1030520425-2,006-4951-1218-4-E
HABİBE-Baturalp-1030521446-2,005-4952-1219-4-K
GÖKHAN-Hamzaoğlu-1030520000-2,004-4954-1220-4-E
MUHAMMED-Öztonga-1030522359-2,002-4963-1221-4-E
GÖNÜL-Alyanak-1030520873-1,997-4970-1222-4-K
ENES-Özgörkey-1030520860-1,996-4972-1223-4-E
FATİH-Arslanoğlu-1030520893-1,995-4975-1224-4-E
GÖKHAN-Ekşioğlu-1030521484-1,995-4976-1225-4-E
HALİT-Denkel-1030522400-1,994-4979-1226-4-E
ASLIHAN-Hamzaoğlu-1030520394-1,993-4980-1227-4-K
GONCA-Erbulak-1030521102-1,992-4982-1228-4-K
MEMDUH-Baykam-1030522131-1,99-4987-1229-4-E
ALİSA-Hakyemez-1030521466-1,989-4989-1230-4-K
HÜSEYİN-Erberk-1030522178-1,989-4990-1231-4-E
ASLIM-Erdoğan-1030522105-1,987-4996-1232-4-K
PELİN-Çetiner-1030520159-1,986-5000-1233-4-K
GÜRBÜZ-Karadaş-1030520190-1,985-5003-1234-4-E
ASLIHAN-Atan-1030522385-1,985-5004-1235-4-K
AFŞIN-Nalbantoğlu-1030520135-1,984-5009-1236-4-E
DOĞUKAN-Balaban-1030520663-1,982-5013-1237-4-E
LATİFE-Özberk-1030520082-1,98-5020-1238-4-K
YÜSRA-Özdoğan-1030521354-1,979-5022-1239-4-K
CAN-Menemencioğlu-1030522039-1,979-5023-1240-4-E
TAYFUR-Beşerler-1030522280-1,978-5026-1241-4-E
EMRE-Duygulu-1030520926-1,97-5040-1242-4-E
SÜMEYRA-Çetiner-1030520231-1,968-5043-1243-4-K
İHSAN-Elçiboğa-1030521540-1,967-5046-1244-4-E
ÇİLENAY-Adıvar-1030521838-1,966-5050-1245-4-K
İBRAHİM-Toraman-1030521646-1,964-5055-1246-4-E
SEMA-Sözeri-1030521638-1,963-5058-1247-4-K
EYÜP-Erbay-1030522429-1,961-5065-1248-4-E
FİKRET-Çapanoğlu-1030520832-1,96-5066-1249-4-E
DOĞUKAN-Keçeci-1030522173-1,96-5067-1250-4-E
GAMZE-Kahveci-1030522249-1,96-5068-1251-4-K
MAHMUT-Ertürk-1030520054-1,959-5069-1252-4-E
MURAT-Erdoğan-1030520173-1,959-5070-1253-4-E
ÇİLENAY-Koç-1030521010-1,959-5071-1254-4-K
ECE-Alnıaçık-1030521001-1,955-5080-1255-4-K
MÜGE-Pekkan-1030520479-1,952-5085-1256-4-K
FEYZA-Bolatlı-1030520942-1,949-5092-1257-4-K
TUĞBA-Ekici-1030521163-1,949-5093-1258-4-K
ÇİLENAY-Akman-1030520362-1,943-5104-1259-4-K
FAİK-Yetkiner-1030521666-1,943-5105-1260-4-E
ŞEVVAL-Sarıoğlu-1030520480-1,94-5110-1261-4-K
ONUR-Kahveci-1030522226-1,94-5111-1262-4-E
FATMA-Akışık-1030520990-1,939-5112-1263-4-K
NİMET-Koçyiğit-1030521153-1,938-5115-1264-4-K
HATİCE-Akışık-1030521841-1,938-5116-1265-4-K
ASLIM-Paksüt-1030520368-1,937-5118-1266-4-K
BATUHAN-Çatalbaş-1030520438-1,937-5119-1267-4-E
BEKİR-Velioğlu-1030521049-1,937-5120-1268-4-E
ÇİLAY-Erçetin-1030522124-1,932-5131-1269-4-K
ÖMER-Poyrazoğlu-1030522411-1,932-5132-1270-4-E
BERKAN-Ekşioğlu-1030520567-1,931-5133-1271-4-E
MUSTAFA-Türkdoğan-1030521313-1,929-5135-1272-4-E
ÇAĞRI-Keçeci-1030520083-1,924-5149-1273-4-E
DİLEK-Taşlı-1030520105-1,922-5155-1274-4-K
NESLİHAN-Eronat-1030520723-1,922-5156-1275-4-K
SELİN-Erbay-1030521529-1,92-5162-1276-4-K
MÜGE-Erginsoy-1030522022-1,92-5163-1277-4-K
ŞULE-Adıvar-1030521032-1,916-5167-1278-4-K
GAMZE-Eronat-1030521870-1,916-5168-1279-4-K
İREM-Kulaksızoğlu-1030520934-1,915-5173-1280-4-K
MAHMURE-Ertürk-1030521005-1,912-5181-1281-4-K
DİLARA-Türkyılmaz-1030521942-1,912-5182-1282-4-K
HALİME-Ilıcalı-1030520730-1,91-5187-1283-4-K
SAMET-Keçeci-1030521489-1,909-5189-1284-4-E
GAYE-Sözeri-1030521207-1,908-5194-1285-4-K
ABDURRAHMAN-Sadıklar-1030521957-1,908-5195-1286-4-E
ALMİLA-Beşok-1030522285-1,906-5201-1287-4-K
TUĞBA-Kuzucu-1030520259-1,905-5204-1288-4-K
TAHA-Doğan -1030521177-1,901-5210-1289-4-E
EMRULLAH-Akal-1030520283-1,898-5216-1290-4-E
EFE-Aclan-1030520092-1,895-5227-1291-4-E
FERİHA-Samancı-1030522211-1,895-5228-1292-4-K
ABDURRAHMAN-Kaya -1030521983-1,894-5229-1293-4-E
BERKAN-Alyanak-1030521341-1,89-5240-1294-4-E
FERDA-Keseroğlu-1030521883-1,89-5241-1295-4-K
BAYRAM-Uluhan-1030521674-1,886-5251-1296-4-E
KEREM-Hakyemez-1030520844-1,884-5254-1297-4-E
CAFE-Ertepınar-1030521548-1,883-5257-1298-4-E
ELİF-Bademci-1030521521-1,881-5261-1299-4-K
ASLIHAN-Akman-1030521637-1,876-5272-1300-4-K
SEZER-Tazegül-1030521998-1,876-5273-1301-4-E
NURULLAH-Kocabıyık-1030520276-1,875-5276-1302-4-E
ALPEREN-Akışık-1030521846-1,873-5282-1303-4-E
ERKAN-Kulaksızoğlu-1030520427-1,868-5296-1304-4-E
HÜSEYİN-Özbey-1030522369-1,868-5297-1305-4-E
SEMİH-Alyanak-1030520174-1,864-5301-1306-4-E
ÇINAR-Orbay-1030520697-1,864-5302-1307-4-E
GÜNER-Ekici-1030521293-1,864-5303-1308-4-K
HAZİM-Yetkiner-1030522027-1,864-5304-1309-4-E
YEŞİM-Yeşilkaya-1030521709-1,863-5307-1310-4-K
SÜHEYLA-Erbay-1030520728-1,847-5342-1311-4-K
ELİF-Özkara-1030521179-1,847-5343-1312-4-K
SEVDE-Arıcan-1030522071-1,846-5346-1313-4-K
EREN-Arıcan-1030520619-1,845-5348-1314-4-E
TEVFİK-Paksüt-1030521434-1,845-5349-1315-4-E
YASEMİN-Erçetin-1030522338-1,844-5354-1316-4-K
NURULLAH-Atan-1030520388-1,837-5365-1317-4-E
SAİD-Arslanoğlu-1030521144-1,837-5366-1318-4-E
AYÇA-Erbay-1030522363-1,837-5367-1319-4-K
DUYGU-Oraloğlu-1030520695-1,836-5369-1320-4-K
DİDEM-Koç-1030521830-1,836-5370-1321-4-K
CANSEL-Adıvar-1030520017-1,833-5379-1322-4-K
RABİA-Oraloğlu-1030521227-1,831-5382-1323-4-K
ERTUĞRUL-Barbarosoğlu-1030521552-1,83-5386-1324-4-E
İLKNUR-Ağaoğlu-1030521035-1,829-5390-1325-4-K
BAYRAM-Topçuoğlu-1030521682-1,829-5391-1326-4-E
DENİZ-Kahveci-1030521037-1,828-5392-1327-4-K
ELÇİN-Erginsoy-1030520627-1,827-5396-1328-4-K
ASLI-Çevik-1030521640-1,827-5397-1329-4-K
ERDEM-Demirbaş-1030522372-1,827-5398-1330-4-E
HALİL-Yılmazer-1030520031-1,823-5405-1331-4-E
MİNE-Babacan-1030520609-1,823-5406-1332-4-K
GÜLDİDE-Aclan-1030521031-1,823-5407-1333-4-K
HANDAN-Öymen-1030522495-1,823-5408-1334-4-K
AFŞIN-Menemencioğlu-1030521604-1,822-5410-1335-4-E
ESMA-Numanoğlu-1030522206-1,821-5411-1336-4-K
DENİZ-Alyanak-1030521308-1,82-5415-1337-4-K
İLYA-Tokatlıoğlu-1030520888-1,813-5427-1338-4-K
EMRE-Hamzaoğlu-1030520420-1,805-5436-1339-4-E
ÖMER-Türkyılmaz-1030520708-1,805-5437-1340-4-E
BAHADIR-Ilıcalı-1030520808-1,805-5438-1341-4-E
RABİA-Örge-1030520904-1,804-5441-1342-4-K
EBRU-Sarıoğlu-1030521131-1,803-5448-1343-4-K
SELÇUK-Çetiner-1030522420-1,803-5449-1344-4-E
