SEMA-Sözeri-1030526724-3,997-9-1-2-K
AYSU-Dağdaş-1030525863-2,553-3608-911-2-K
BAŞARAN-Koç-1030526424-2,551-3613-912-2-E
CEYLİN-Çamdalı-1030526752-2,55-3615-913-2-K
AYŞE-Hakyemez-1030526309-2,548-3617-914-2-K
BUSE-Kocabıyık-1030526695-2,542-3633-915-2-K
ŞEYDA-Sadıklar-1030527372-2,541-3636-916-2-K
HÜMEYRA-Gümüşpala-1030525518-2,539-3641-917-2-K
MİHRİBAN-Akay-1030526763-2,538-3642-918-2-K
EREN-Biçer-1030525027-2,535-3646-919-2-E
GÖKHAN-Günday-1030525345-2,534-3647-920-2-E
GÜLBEN-Sinanoğlu-1030526654-2,533-3650-921-2-K
ECE-Türkyılmaz-1030525874-2,53-3658-922-2-K
BAŞARAN-Demirbaş-1030527140-2,528-3664-923-2-E
EKREM-Özgörkey-1030525915-2,52-3676-924-2-E
YASEMİN-Polat-1030527119-2,519-3678-925-2-K
RESUL-Koyuncu-1030525612-2,517-3681-926-2-E
DENİZ-Elmastaşoğlu-1030526138-2,516-3683-927-2-E
HİKMET-Yetkiner-1030527286-2,516-3684-928-2-E
MÜCAHİD-Körmükçü-1030526101-2,509-3694-929-2-E
YUNUS-Demirel-1030526991-2,509-3695-930-2-E
DOĞAN-Ertürk-1030525455-2,508-3696-931-2-E
ILGIN-Hakyemez-1030525368-2,507-3698-932-2-K
HALİL-Aşıkoğlu-1030526050-2,506-3700-933-2-E
EMRULLAH-Küçükler-1030526666-2,502-3711-934-2-E
AKIN-Mayhoş-1030527394-2,502-3712-935-2-E
HAYAT-Yetkiner-1030526973-2,498-3720-936-2-K
MERAL-Akışık-1030526575-2,497-3727-937-2-K
İHSAN-Sepetçi-1030527019-2,497-3728-938-2-E
ERDEM-Kahveci-1030526280-2,496-3732-939-2-E
HİKMET-Örge-1030526413-2,494-3735-940-2-E
FAİK-Paksüt-1030526508-2,493-3737-941-2-E
FADİME-Bolatlı-1030527437-2,492-3740-942-2-K
MAHMURE-Hakyemez-1030525688-2,49-3743-943-2-K
DESTAN-Türkdoğan-1030527263-2,489-3748-944-2-K
HAMZA-Aydan-1030525358-2,487-3753-945-2-E
ERTAN-Sözeri-1030525293-2,485-3757-946-2-E
YÜSRA-Arslanoğlu-1030525295-2,484-3762-947-2-K
TAYFUR-Koçoğlu-1030527360-2,481-3769-948-2-E
DESTAN-Nalbantoğlu-1030526521-2,48-3771-949-2-K
KEREM-Kaplangı-1030527174-2,48-3772-950-2-E
ŞEYMANUR-Pektemek-1030526861-2,477-3782-951-2-K
MERAL-Baturalp-1030527133-2,476-3783-952-2-K
NURAN-Kaplangı-1030526718-2,475-3788-953-2-K
DİDEM-Örge-1030525209-2,474-3790-954-2-K
DUYGU-Kılıççı-1030526004-2,474-3791-955-2-K
TALHA-Dizdar -1030525979-2,473-3792-956-2-E
BERFİN-Küçükler-1030527423-2,47-3797-957-2-K
ABDURRAHMAN-Nalbantoğlu-1030526329-2,466-3806-958-2-E
ŞERİFE-Alnıaçık-1030525036-2,465-3809-959-2-K
SAMET-Orbay-1030525978-2,465-3810-960-2-E
CANTEKİN-Mayhoş-1030526597-2,465-3811-961-2-E
TOPRAK-Öztonga-1030526829-2,465-3812-962-2-E
ONUR-Karaduman-1030525375-2,464-3816-963-2-E
BURAK-Erbay-1030526196-2,463-3819-964-2-E
SEMİH-Ayverdi-1030527115-2,463-3820-965-2-E
SERDAR-Akyüz-1030525175-2,462-3826-966-2-E
GAMZE-Ozansoy-1030527162-2,456-3843-967-2-K
ECENUR-Limoncuoğlu-1030526051-2,455-3845-968-2-K
YAHYA-Akay-1030526773-2,452-3854-969-2-E
CUMAALİ-Elmastaşoğlu-1030526866-2,452-3855-970-2-E
HALDUN-Oraloğlu-1030525909-2,451-3858-971-2-E
HAKKI-Karaduman-1030525770-2,449-3865-972-2-E
ESRA-Kahveci-1030525582-2,448-3867-973-2-K
HALE-Erberk-1030526072-2,448-3868-974-2-K
MUSTAFA-Yeşilkaya-1030526313-2,447-3871-975-2-E
FATİH-Kahveci-1030526169-2,446-3875-976-2-E
ENES-Akyürek-1030525991-2,445-3878-977-2-E
NAZ-Kasapoğlu-1030525990-2,443-3883-978-2-K
ÇİCEK-Çetiner-1030527411-2,442-3888-979-2-K
NUR-Karaduman-1030525772-2,441-3889-980-2-K
DİLEK-Yıldırım -1030526275-2,441-3890-981-2-K
FİDAN-Sadıklar-1030525129-2,439-3895-982-2-K
ERTAN-Evliyaoğlu-1030526664-2,438-3899-983-2-E
GÖNÜL-Bademci-1030525462-2,432-3917-984-2-K
NECLA-Ertepınar-1030526240-2,432-3918-985-2-K
ÖZGÜR-Beşerler-1030527179-2,431-3922-986-2-E
İLAYDA-Pektemek-1030525261-2,43-3923-987-2-K
ESEN-Alpuğan-1030525270-2,429-3926-988-2-K
ECENUR-Tunçeri-1030525980-2,428-3929-989-2-K
ŞEYDA-Okur-1030526931-2,425-3938-990-2-K
CEREN-Sarıoğlu-1030527245-2,424-3941-991-2-K
CUMAALİ-Yıldırım -1030525736-2,42-3950-992-2-E
CEREN-Özgörkey-1030525495-2,418-3955-993-2-K
ŞEYMA-Paksüt-1030526064-2,416-3961-994-2-K
SULTAN-Evliyaoğlu-1030525596-2,415-3962-995-2-K
TAYFUN-Ertürk-1030525708-2,415-3963-996-2-E
GÜLÇİN-Paksüt-1030526670-2,411-3970-997-2-K
GÜRBÜZ-Topaloğlu-1030525513-2,408-3973-998-2-E
BAHADIR-Keçeci-1030527251-2,406-3976-999-2-E
GÜRBÜZ-Akaydın-1030525415-2,405-3979-1000-2-E
DENİZ-Aşıkoğlu-1030525278-2,402-3985-1001-2-K
GÜL-Topaloğlu-1030525329-2,402-3986-1002-2-K
BEKİR-Kulaksızoğlu-1030527172-2,399-3990-1003-2-E
CEM-Erberk-1030526594-2,395-4000-1004-2-E
EBRU-Kunt-1030525083-2,394-4006-1005-2-K
ALİ-Barbarosoğlu-1030525408-2,394-4007-1006-2-E
AHENK-Gönültaş-1030525767-2,393-4010-1007-2-K
PINAR-Bakırcıoğlu-1030525750-2,392-4013-1008-2-K
BÜLENT-Köybaşı-1030526126-2,392-4014-1009-2-E
BURAK-Akyüz-1030526378-2,392-4015-1010-2-E
SALİH-Hamzaoğlu-1030525803-2,389-4022-1011-2-E
İLAYDA-Tokatlıoğlu-1030527259-2,389-4023-1012-2-K
NUR-Süleymanoğlu-1030525254-2,388-4028-1013-2-K
EMRE-Avan-1030527414-2,388-4029-1014-2-E
YUNUSHAN-Alnıaçık-1030525959-2,386-4035-1015-2-E
KAAN-Kasapoğlu-1030526262-2,382-4040-1016-2-E
ASLI-Ekşioğlu-1030525574-2,38-4046-1017-2-K
MEMDUH-Mertoğlu-1030526918-2,38-4047-1018-2-E
BEGÜM-Arslanoğlu-1030526992-2,378-4052-1019-2-K
ELİF-Öztuna-1030526085-2,377-4054-1020-2-K
FEYZA-Arslanoğlu-1030526291-2,373-4062-1021-2-K
UMUT-Menemencioğlu-1030526168-2,372-4064-1022-2-E
DİLEK-Uca-1030525402-2,371-4068-1023-2-K
ATAKAN-Kavaklıoğlu-1030526766-2,371-4069-1024-2-E
ÇİCEK-Gönültaş-1030526833-2,371-4070-1025-2-K
SEFA-Koçyiğit-1030525887-2,37-4074-1026-2-E
DİLRUBA-Baykam-1030526205-2,367-4078-1027-2-K
CAFE-Alpuğan-1030526360-2,367-4079-1028-2-E
HÜMEYRA-Tunaboylu-1030527224-2,366-4081-1029-2-K
VEHBİ-Ekici-1030525356-2,362-4091-1030-2-E
YAHYA-Uca-1030526581-2,359-4096-1031-2-E
YASEMİN-Akgül-1030526027-2,356-4102-1032-2-K
AYFER-Dalkıran-1030525124-2,355-4107-1033-2-K
MÜGE-Türkyılmaz-1030525922-2,354-4108-1034-2-K
SIRRI-Ayaydın-1030525895-2,35-4113-1035-2-E
SEYİT-Kumcuoğlu-1030526403-2,35-4114-1036-2-E
AÇELYA-Kavaklıoğlu-1030526847-2,347-4122-1037-2-K
MELODİ-Durmaz-1030526892-2,346-4127-1038-2-K
GÖKHAN-Tunçeri-1030525625-2,345-4129-1039-2-E
VEHBİ-Balcı-1030526792-2,345-4130-1040-2-E
YONCA-Doğan -1030527267-2,345-4131-1041-2-K
SELİM-Türkyılmaz-1030525789-2,344-4134-1042-2-E
HAZİM-Sezek-1030525938-2,343-4137-1043-2-E
ERSİN-Denkel-1030527439-2,343-4138-1044-2-E
KAAN-Kaya -1030526815-2,339-4143-1045-2-E
SEMİHA-Pekkan-1030525486-2,336-4149-1046-2-K
EYLÜL-Yılmazer-1030525198-2,334-4153-1047-2-K
ECEM-Tokgöz-1030525838-2,332-4155-1048-2-K
GÜLBEN-Eronat-1030527075-2,332-4156-1049-2-K
ÇAĞLAR-Yıldızoğlu-1030527402-2,332-4157-1050-2-E
ILGIN-Kurutluoğlu-1030525160-2,331-4161-1051-2-K
GONCA-Dalkıran-1030526401-2,331-4162-1052-2-K
MERT-Özbey-1030526735-2,33-4165-1053-2-E
VEYSEL-Çetiner-1030526764-2,33-4166-1054-2-E
AYFER-Gönültaş-1030526860-2,327-4173-1055-2-K
ASLIHAN-Bolatlı-1030525790-2,326-4177-1056-2-K
CANSU-Limoncuoğlu-1030525944-2,325-4179-1057-2-K
RECEP-Aykaç-1030527322-2,325-4180-1058-2-E
MUSA-Öztonga-1030525718-2,321-4190-1059-2-E
GÜLNAZ-Akgül-1030526462-2,321-4191-1060-2-K
CÜNEYT-Alpuğan-1030527210-2,32-4197-1061-2-E
GÖKHAN-Kumcuoğlu-1030527354-2,317-4202-1062-2-E
CANSU-Akgül-1030525492-2,315-4207-1063-2-K
SEVİL-Eronat-1030526941-2,314-4210-1064-2-K
SULTAN-Bolatlı-1030526696-2,312-4217-1065-2-K
GÜLDİDE-Limoncuoğlu-1030527310-2,312-4218-1066-2-K
BARAN-Kurutluoğlu-1030527472-2,308-4224-1067-2-E
FURKAN-Kunt-1030525246-2,307-4227-1068-2-E
AYŞE-Öztonga-1030526223-2,307-4228-1069-2-K
ADİLE-Çatalbaş-1030526650-2,306-4231-1070-2-K
AHU-Eronat-1030526990-2,304-4238-1071-2-K
SEYYİD-Kulaksızoğlu-1030525506-2,302-4241-1072-2-E
CANSU-Kavaklıoğlu-1030527207-2,3-4245-1073-2-K
ABDULLAH-Ayaydın-1030525796-2,299-4247-1074-2-E
ÇINAR-Sarıoğlu-1030526115-2,299-4248-1075-2-E
MUSA-Çevik-1030527211-2,298-4253-1076-2-E
ŞEYMA-Bolatlı-1030527002-2,296-4257-1077-2-K
CUMA-Babacan-1030526897-2,295-4258-1078-2-E
NAZ-Çamdalı-1030525206-2,294-4262-1079-2-K
EKREM-Avan-1030526274-2,291-4266-1080-2-E
BURAK-Dağdaş-1030525777-2,284-4280-1081-2-E
MELEK-Durak -1030527374-2,283-4282-1082-2-K
YASEMİN-Akgül-1030525627-2,28-4289-1083-2-K
AYFER-Sezek-1030525347-2,276-4293-1084-2-K
ÇİLAY-Mayhoş-1030525872-2,276-4294-1085-2-K
SIRRI-Ekici-1030525477-2,275-4296-1086-2-E
TAYFUR-Ayverdi-1030526063-2,274-4298-1087-2-E
NİHAL-Kunt-1030527059-2,272-4299-1088-2-K
DİLEK-Polat-1030525437-2,271-4303-1089-2-K
ALİ-Çamdalı-1030525103-2,27-4305-1090-2-E
GÜLNAZ-Alyanak-1030525963-2,27-4306-1091-2-K
ESEN-Orbay-1030527279-2,27-4307-1092-2-K
SEDA-Sinanoğlu-1030527462-2,266-4315-1093-2-K
GÜLBEN-Solmaz-1030525060-2,265-4317-1094-2-K
EMİR-Sözeri-1030525717-2,264-4320-1095-2-E
KÜRŞAD-Atakol-1030526615-2,264-4321-1096-2-E
HASAN-Topaloğlu-1030526276-2,263-4326-1097-2-E
SEÇİL-Günday-1030525281-2,262-4330-1098-2-K
TAYFUN-Barbarosoğlu-1030525002-2,261-4331-1099-2-E
MEHTAP-Erdoğan-1030525181-2,261-4332-1100-2-K
HANDAN-Orbay-1030525622-2,261-4333-1101-2-K
CEREN-Akışık-1030526273-2,261-4334-1102-2-K
İLYA-Barbarosoğlu-1030526649-2,257-4340-1103-2-K
HALİL-Doğan -1030525309-2,256-4342-1104-2-E
FAZIL-Aybar-1030525749-2,256-4343-1105-2-E
ŞERİFE-Özgörkey-1030525982-2,256-4344-1106-2-K
AHENK-Karadaş-1030525788-2,255-4346-1107-2-K
MELODİ-Barbarosoğlu-1030527352-2,255-4347-1108-2-K
MÜGE-Düşenkalkar-1030527256-2,253-4351-1109-2-K
YAHYA-Sarıoğlu-1030527399-2,247-4359-1110-2-E
BURAK-Kıraç -1030526574-2,242-4370-1111-2-E
EMİR-Ilıcalı-1030526364-2,241-4371-1112-2-E
TUĞBA-Eliçin-1030526912-2,24-4372-1113-2-K
ÇİLAY-Tekand-1030525191-2,237-4376-1114-2-K
PERİHAN-Kunt-1030526308-2,236-4378-1115-2-K
MEMDUH-Köybaşı-1030526745-2,235-4380-1116-2-E
İREM-Tekand-1030525818-2,234-4381-1117-2-K
KÜBRA-Akyürek-1030527381-2,234-4382-1118-2-K
EMİR-Akgül-1030527420-2,231-4391-1119-2-E
SEFA-Erbulak-1030526974-2,23-4392-1120-2-E
FEYZA-Aclan-1030525478-2,227-4400-1121-2-K
MİRAY-Yorulmaz-1030526601-2,227-4401-1122-2-K
CANER-Durmaz-1030525187-2,226-4404-1123-2-E
ÇİLENAY-Özkara-1030526457-2,224-4409-1124-2-K
ECEM-Taşçı-1030526133-2,223-4412-1125-2-K
UĞUR-Avan-1030525292-2,222-4414-1126-2-E
FATMA-Kahveci-1030525537-2,222-4415-1127-2-K
SİNEM-Akay-1030526777-2,222-4416-1128-2-K
GONCA-Koç-1030525946-2,221-4419-1129-2-K
AHSEN-Karaböcek-1030526465-2,219-4424-1130-2-K
DOĞUKAN-Akyürek-1030525167-2,217-4431-1131-2-E
DOĞAN-Özbir-1030525555-2,217-4432-1132-2-E
HAYAT-Kahveci-1030525906-2,216-4434-1133-2-K
CAFER-Türkdoğan-1030526188-2,216-4435-1134-2-E
SİNEM-Sözeri-1030526404-2,215-4437-1135-2-K
BARAN-Önür-1030527166-2,212-4444-1136-2-E
METEHAN-Okumuş-1030526177-2,209-4449-1137-2-E
YÜSRA-Özdoğan-1030527233-2,209-4450-1138-2-K
EDA-Durak -1030526134-2,208-4455-1139-2-K
EDA-Aybar-1030527308-2,206-4464-1140-2-K
BEGÜM-Çevik-1030526516-2,203-4466-1141-2-K
CAFER-Ayaydın-1030525928-2,2-4474-1142-2-E
EMİR-Ertürk-1030526868-2,2-4475-1143-2-E
SIRRI-Kaya -1030525215-2,198-4477-1144-2-E
ERKAN-Ağaoğlu-1030525393-2,195-4480-1145-2-E
AFŞIN-Tunaboylu-1030525386-2,194-4486-1146-2-E
ÖZKAN-Berberoğlu-1030525813-2,186-4502-1147-2-E
NERGİS-Ayverdi-1030526553-2,183-4507-1148-2-K
HAYAT-Sezek-1030526947-2,182-4509-1149-2-K
BURAK-Atan-1030526310-2,181-4510-1150-2-E
ASLIM-Duygulu-1030525481-2,18-4513-1151-2-K
HAMZA-Köybaşı-1030526417-2,179-4515-1152-2-E
HİLMİ-Kunt-1030526769-2,178-4517-1153-2-E
ABDURRAHMAN-Ilıcalı-1030526945-2,178-4518-1154-2-E
ENES-Gönültaş-1030527135-2,177-4525-1155-2-E
FERİHA-Orbay-1030527052-2,174-4530-1156-2-K
İREM-Başoğlu-1030527239-2,17-4536-1157-2-K
HALE-Hakyemez-1030525636-2,168-4539-1158-2-K
AYŞENUR-Çevik-1030526207-2,168-4540-1159-2-K
EBRU-Ilıcalı-1030526855-2,168-4541-1160-2-K
CEM-Ekşioğlu-1030525225-2,167-4542-1161-2-E
ASLI-Nalbantoğlu-1030526082-2,166-4543-1162-2-K
NAZİK-Adal-1030526774-2,165-4546-1163-2-K
MECNUN-Akaydın-1030527362-2,164-4550-1164-2-E
METEHAN-Keçeci-1030525325-2,163-4553-1165-2-E
BURAK-Poçan-1030526747-2,163-4554-1166-2-E
BÜŞRA-Özgörkey-1030525143-2,161-4563-1167-2-K
EMRE-Mayhoş-1030525482-2,158-4569-1168-2-E
ESEN-Atan-1030525725-2,154-4580-1169-2-K
HAYAT-Türkdoğan-1030525391-2,153-4584-1170-2-K
DEMET-Çağıran-1030527108-2,153-4585-1171-2-K
UMUT-Mertoğlu-1030525235-2,152-4589-1172-2-E
İBRAHİM-Karabulut-1030525966-2,152-4590-1173-2-E
SİNEM-Çamdalı-1030525066-2,15-4594-1174-2-K
MELİKE-Akbulut-1030525785-2,149-4600-1175-2-K
EFE-Nebioğlu-1030525428-2,148-4604-1176-2-E
HÜSEYİN-Doğan -1030525430-2,147-4607-1177-2-E
UTKU-Ekici-1030526943-2,143-4620-1178-2-E
ŞEYDA-Topçuoğlu-1030527496-2,142-4621-1179-2-K
ERDEM-Babacan-1030525879-2,14-4630-1180-2-E
FADİME-Nebioğlu-1030526611-2,135-4640-1181-2-K
YUNUSHAN-Atakol-1030525273-2,132-4650-1182-2-E
GÜLNİHAL-Özberk-1030526112-2,132-4651-1183-2-K
DURAN-Atan-1030525950-2,123-4676-1184-2-E
HALİT-Tunçeri-1030526069-2,123-4677-1185-2-E
SÜMEYYE-Biçer-1030527073-2,121-4682-1186-2-K
CANER-Türkyılmaz-1030526429-2,12-4685-1187-2-E
DİLRUBA-Kutlay-1030525586-2,118-4693-1188-2-K
HÜSAMEDDİN-Kaplangı-1030527058-2,116-4695-1189-2-E
ESRA-Alyanak-1030527164-2,116-4696-1190-2-K
HİLMİ-Limoncuoğlu-1030526636-2,111-4706-1191-2-E
ENİSE-Ertürk-1030526987-2,11-4711-1192-2-K
VENHAR-Hamzaoğlu-1030526350-2,109-4715-1193-2-K
HAKAN-Polat-1030526109-2,106-4721-1194-2-E
MECNUN-Özdoğan-1030526315-2,105-4723-1195-2-E
KEREM-Doğan -1030525318-2,104-4726-1196-2-E
SERDAR-Karaböcek-1030526813-2,101-4731-1197-2-E
SEÇİL-Kunter-1030526297-2,1-4733-1198-2-K
ASLIHAN-Korol-1030527198-2,098-4736-1199-2-K
SAMET-Mayhoş-1030525307-2,096-4743-1200-2-E
ŞULE-Babacan-1030526496-2,092-4749-1201-2-K
SERDAR-Önür-1030526151-2,09-4753-1202-2-E
ÇINAR-Doğan -1030527220-2,09-4754-1203-2-E
ESRA-Kumcuoğlu-1030526663-2,089-4756-1204-2-K
SULTAN-Oraloğlu-1030526789-2,087-4760-1205-2-K
BERRE-Polat-1030525947-2,084-4768-1206-2-K
SELÇUK-Solmaz-1030525156-2,083-4773-1207-2-E
ÇİLAY-Abadan-1030526014-2,083-4774-1208-2-K
BÜLENT-Çatalbaş-1030526644-2,082-4777-1209-2-E
DİLBERAYELA-Doğan -1030525970-2,081-4778-1210-2-K
CANAN-Akışık-1030527278-2,079-4787-1211-2-K
ERDEM-Kocabıyık-1030525502-2,078-4788-1212-2-E
AYSU-Özkök -1030526683-2,077-4789-1213-2-K
VEHBİ-Velioğlu-1030526962-2,077-4790-1214-2-E
DİDEM-Dalkıran-1030525153-2,076-4795-1215-2-K
ŞAHİN-Sarıoğlu-1030526475-2,076-4796-1216-2-E
ÇAĞRI-Tanrıkulu-1030526616-2,076-4797-1217-2-E
YUNUS-Barbarosoğlu-1030526554-2,068-4812-1218-2-E
SEYİT-Gümüşpala-1030525836-2,067-4815-1219-2-E
CAFER-Duygulu-1030527306-2,064-4822-1220-2-E
CAFER-Keçeci-1030525136-2,059-4833-1221-2-E
MİRAY-Körmükçü-1030525371-2,057-4838-1222-2-K
AYŞENUR-Bolatlı-1030527015-2,056-4840-1223-2-K
BARAN-Korol-1030525860-2,053-4842-1224-2-E
HÜSAMEDDİN-Yıldırım -1030526862-2,05-4848-1225-2-E
VENHAR-Demirbaş-1030525971-2,045-4857-1226-2-K
ALİ-Erdoğan-1030526243-2,045-4858-1227-2-E
AYÇA-Abadan-1030527291-2,044-4861-1228-2-K
NAZİK-Yıldırım -1030525006-2,041-4867-1229-2-K
HAMZA-Ilıcalı-1030525112-2,033-4879-1230-2-E
HAZİM-Yıldızoğlu-1030526807-2,033-4880-1231-2-E
SEVİL-Hamzaoğlu-1030527163-2,033-4881-1232-2-K
SİNEM-Balaban-1030525575-2,032-4882-1233-2-K
PERİHAN-Özgörkey-1030527062-2,031-4884-1234-2-K
BAKİ-Yalçın-1030526202-2,03-4886-1235-2-E
ARİF-Dizdar -1030525937-2,029-4890-1236-2-E
ARİF-Saygıner-1030525780-2,028-4893-1237-2-E
ASLIM-Tahincioğlu-1030525247-2,025-4899-1238-2-K
SULTAN-Yıldırım -1030525330-2,025-4900-1239-2-K
KALENDER-Demirbaş-1030525839-2,018-4918-1240-2-E
ESRA-Tunaboylu-1030526643-2,018-4919-1241-2-K
ŞEYDA-Egeli-1030527346-2,018-4920-1242-2-K
ADEM-Ağaoğlu-1030526409-2,015-4928-1243-2-E
ÇAĞRI-Ilıcalı-1030527367-2,014-4933-1244-2-E
GİZEM-Eronat-1030525031-2,011-4941-1245-2-K
BUĞRA-Paksüt-1030525786-2,011-4942-1246-2-E
PERİHAN-Ertürk-1030526436-2,009-4945-1247-2-K
RAMAZAN-Kutlay-1030526384-2,004-4958-1248-2-E
EYÜP-Tütüncü-1030527338-2,003-4962-1249-2-E
DENİZ-Öztonga-1030525578-2,001-4965-1250-2-E
AYFER-Duygulu-1030526612-1,999-4967-1251-2-K
KADİR-Evliyaoğlu-1030526979-1,998-4969-1252-2-E
DİLAVER-Dizdar -1030526147-1,989-4993-1253-2-E
MUHAMMED-Düşenkalkar-1030525339-1,987-4998-1254-2-E
ESEN-Beşerler-1030527485-1,985-5006-1255-2-K
ŞEYMANUR-Menemencioğlu-1030527142-1,984-5010-1256-2-K
NAZ-Erbay-1030526230-1,981-5017-1257-2-K
DİDEM-Erbulak-1030526785-1,975-5032-1258-2-K
İHSAN-Sinanoğlu-1030526288-1,974-5036-1259-2-E
BÜLENT-Aclan-1030525910-1,971-5039-1260-2-E
SÜMEYRA-Karabulut-1030526371-1,969-5042-1261-2-K
ÇİCEK-Adıvar-1030525089-1,968-5044-1262-2-K
BARAN-Kahveci-1030525741-1,964-5056-1263-2-E
ERTUĞRUL-Yalçın-1030527090-1,963-5061-1264-2-E
CİVAN-Demirbaş-1030527099-1,956-5077-1265-2-E
MİHRİBAN-Babacan-1030525327-1,955-5082-1266-2-K
AYÇA-Biçer-1030526037-1,955-5083-1267-2-K
MUHAMMED-Samancı-1030525348-1,951-5086-1268-2-E
TUĞRAN-Akgül-1030525144-1,95-5088-1269-2-E
NERGİS-Bademci-1030525395-1,95-5089-1270-2-K
CANAN-Türkdoğan-1030526996-1,95-5090-1271-2-K
ÇAĞRI-Günday-1030526625-1,949-5094-1272-2-E
KEMAL-Akyürek-1030525222-1,948-5095-1273-2-E
SULTAN-Çağıran-1030526826-1,948-5096-1274-2-K
HALDUN-Uca-1030526481-1,947-5098-1275-2-E
FİKRET-Akbulut-1030527498-1,945-5099-1276-2-E
UMUT-Hamzaoğlu-1030526957-1,942-5107-1277-2-E
GÖKHAN-Kaya -1030526033-1,941-5109-1278-2-E
BURHAN-Tokatlıoğlu-1030526161-1,939-5114-1279-2-E
DİLAY-Demirbaş-1030527252-1,935-5126-1280-2-K
İHSAN-Aybar-1030525367-1,933-5128-1281-2-E
ATAKAN-Dağlaroğlu-1030525823-1,933-5129-1282-2-E
BATUHAN-Çetiner-1030525520-1,931-5134-1283-2-E
VEHBİ-Ağaoğlu-1030527397-1,929-5137-1284-2-E
EFE-Baturalp-1030526502-1,928-5138-1285-2-E
SEMİHA-Tokatlıoğlu-1030525177-1,927-5141-1286-2-K
YÜSRA-Pekkan-1030526373-1,925-5147-1287-2-K
DERVİŞ-Çağıran-1030526831-1,922-5157-1288-2-E
EMRAH-Adan-1030525616-1,921-5160-1289-2-E
EMİNE-Tazegül-1030525881-1,921-5161-1290-2-K
ŞEVVAL-Sezek-1030525120-1,918-5165-1291-2-K
KEREM-Çapanoğlu-1030525821-1,916-5169-1292-2-E
BAHADIR-Aybar-1030526190-1,916-5170-1293-2-E
ECENUR-Erkekli-1030527128-1,916-5171-1294-2-K
SÜMEYRA-Kahveci-1030526580-1,914-5174-1295-2-K
MUHAMMED-Erkekli-1030525161-1,912-5183-1296-2-E
DENİZ-Kutlay-1030525647-1,912-5184-1297-2-E
ABDURRAHMAN-Yalçın-1030526477-1,911-5186-1298-2-E
MEHTAP-Kahveci-1030526757-1,91-5188-1299-2-K
EMİNE-Kılıççı-1030526149-1,908-5196-1300-2-K
NUR-Biçer-1030527159-1,905-5205-1301-2-K
ECENUR-Yalçın-1030525885-1,904-5206-1302-2-K
PINAR-Öztonga-1030527068-1,904-5207-1303-2-K
KALENDER-Bolatlı-1030525038-1,903-5208-1304-2-E
PERİHAN-Ertürk-1030527356-1,901-5211-1305-2-K
GİZEM-Demirbaş-1030525056-1,9-5213-1306-2-K
BARAN-Yeşilkaya-1030525008-1,898-5218-1307-2-E
CEYLİN-Öztuna-1030527139-1,897-5221-1308-2-K
MÜGE-Bolatlı-1030526886-1,892-5234-1309-2-K
SELİN-Kurutluoğlu-1030526954-1,891-5237-1310-2-K
FİKRET-Kavaklıoğlu-1030527038-1,891-5238-1311-2-E
NİMET-Arıcan-1030526970-1,89-5243-1312-2-K
HALUK-Orbay-1030525353-1,884-5256-1313-2-E
MEHMET-Akman-1030525746-1,882-5260-1314-2-E
KALENDER-Topaloğlu-1030526252-1,881-5263-1315-2-E
KADRİYE-Ekşioğlu-1030525891-1,88-5265-1316-2-K
SEFA-Okumuş-1030526584-1,88-5266-1317-2-E
AHU-Çörekçi-1030525611-1,876-5274-1318-2-K
DERYA-Körmükçü-1030526474-1,876-5275-1319-2-K
BAŞAK-Alyanak-1030525337-1,875-5277-1320-2-K
NURAN-Erkekli-1030525762-1,875-5278-1321-2-K
SEMİH-Çetiner-1030527268-1,875-5279-1322-2-E
FAZLI-Kahveci-1030526624-1,874-5281-1323-2-E
FERDANE-Çamdalı-1030525076-1,872-5286-1324-2-K
CUMAALİ-Özdenak-1030525733-1,872-5287-1325-2-E
ENES-Akgül-1030526328-1,871-5290-1326-2-E
NİMET-Balaban-1030526588-1,865-5300-1327-2-K
EDA-Sarıoğlu-1030527331-1,863-5308-1328-2-K
ŞEVVAL-Mayhoş-1030525064-1,862-5311-1329-2-K
NELİS-Babacan-1030526823-1,861-5313-1330-2-K
CEYDA-Poçan-1030526182-1,857-5320-1331-2-K
SEFANUR-Akman-1030525448-1,856-5323-1332-2-K
ORHAN-Tekelioğlu-1030525411-1,855-5327-1333-2-E
AYŞE-Yalçın-1030525656-1,855-5328-1334-2-K
SEDA-Hakyemez-1030526939-1,855-5329-1335-2-K
HASAN-Ertepınar-1030525634-1,853-5333-1336-2-E
SEYİT-Ertürk-1030527208-1,852-5334-1337-2-E
GÖKHAN-Türkdoğan-1030527395-1,849-5340-1338-2-E
ERTUĞRUL-Abadan-1030526391-1,847-5345-1339-2-E
EMRE-Akyüz-1030525753-1,846-5347-1340-2-E
TAHA-Karaduman-1030525685-1,845-5351-1341-2-E
ERKAN-Baturalp-1030527017-1,845-5352-1342-2-E
FİDAN-Akar -1030527240-1,842-5356-1343-2-K
YUSUF-Türkdoğan-1030527454-1,841-5358-1344-2-E
BURHAN-Yetkiner-1030526439-1,839-5363-1345-2-E
CANTEKİN-Ertürk-1030525854-1,836-5371-1346-2-E
ALİME-Balaban-1030526174-1,836-5372-1347-2-K
AŞİYAN-Tunçeri-1030526699-1,834-5377-1348-2-K
CİVAN-Paksüt-1030525333-1,83-5388-1349-2-E
İLYA-Yıldızoğlu-1030526959-1,83-5389-1350-2-K
