GAMZE-Özbir-1030524731-4-1-1-3-K
CANAN-Çevik-1030522093-3,999-2-1-4-K
ECENUR-Yalçın-1030525885-1,904-5206-1302-2-K
PINAR-Öztonga-1030527068-1,904-5207-1303-2-K
CEREN-Paksüt-1030528719-1,902-5209-1347-1-K
PERİHAN-Ertürk-1030527356-1,901-5211-1305-2-K
DİLARA-Alnıaçık-1030523343-1,9-5212-1271-3-K
GİZEM-Demirbaş-1030525056-1,9-5213-1306-2-K
MEHTAP-Ağaoğlu-1030524465-1,898-5217-1272-3-K
CEYLİN-Öztuna-1030527139-1,897-5221-1308-2-K
NİHAL-Pekkan-1030529492-1,897-5223-1353-1-K
ALİME-Erdoğan-1030529623-1,896-5226-1355-1-K
FERİHA-Samancı-1030522211-1,895-5228-1292-4-K
SEVİL-Kumcuoğlu-1030523775-1,894-5230-1274-3-K
ÖZGÜL-Kutlay-1030523143-1,893-5231-1275-3-K
EMİNE-Saygıner-1030523569-1,893-5232-1276-3-K
MÜGE-Bolatlı-1030526886-1,892-5234-1309-2-K
SÜMEYYE-Atakol-1030524402-1,891-5235-1277-3-K
ÇİLAY-Ilıcalı-1030524880-1,891-5236-1278-3-K
SELİN-Kurutluoğlu-1030526954-1,891-5237-1310-2-K
FERDA-Keseroğlu-1030521883-1,89-5241-1295-4-K
CANSEL-Durak -1030524569-1,89-5242-1279-3-K
NİMET-Arıcan-1030526970-1,89-5243-1312-2-K
İREM-Tuğlu-1030523667-1,887-5249-1285-3-K
FULYA-Nalbantoğlu-1030529034-1,886-5252-1358-1-K
ALİME-Tunaboylu-1030524508-1,885-5253-1287-3-K
SİBEL-Küçükler-1030522776-1,884-5255-1288-3-K
CEREN-Beşerler-1030523195-1,883-5258-1289-3-K
ELİF-Bademci-1030521521-1,881-5261-1299-4-K
KADRİYE-Ekşioğlu-1030525891-1,88-5265-1316-2-K
CEREN-Velioğlu-1030522680-1,878-5268-1294-3-K
GÖKÇE-Alpuğan-1030528848-1,878-5270-1359-1-K
ASLIHAN-Akman-1030521637-1,876-5272-1300-4-K
AHU-Çörekçi-1030525611-1,876-5274-1318-2-K
DERYA-Körmükçü-1030526474-1,876-5275-1319-2-K
BAŞAK-Alyanak-1030525337-1,875-5277-1320-2-K
NURAN-Erkekli-1030525762-1,875-5278-1321-2-K
DAMLA-Ayaydın-1030523042-1,874-5280-1296-3-K
EBRU-Karadaş-1030522750-1,873-5283-1297-3-K
HABİBE-Keçeci-1030524942-1,872-5285-1299-3-K
FERDANE-Çamdalı-1030525076-1,872-5286-1324-2-K
ESEN-Alyanak-1030529356-1,872-5288-1361-1-K
CANSEL-Duygulu-1030524039-1,871-5289-1300-3-K
RABİA-Dizdar -1030528966-1,869-5295-1362-1-K
ADİLE-Eronat-1030524783-1,868-5298-1305-3-K
BÜŞRA-Arslanoğlu-1030528438-1,867-5299-1363-1-K
NİMET-Balaban-1030526588-1,865-5300-1327-2-K
GÜNER-Ekici-1030521293-1,864-5303-1308-4-K
AYÇA-Tuğlu-1030524759-1,864-5306-1307-3-K
YEŞİM-Yeşilkaya-1030521709-1,863-5307-1310-4-K
EDA-Sarıoğlu-1030527331-1,863-5308-1328-2-K
ŞEVVAL-Mayhoş-1030525064-1,862-5311-1329-2-K
ECEM-Velioğlu-1030528769-1,862-5312-1366-1-K
NELİS-Babacan-1030526823-1,861-5313-1330-2-K
GÜLÇİN-Abadan-1030524049-1,857-5318-1310-3-K
CEYLAN-Tekelioğlu-1030524773-1,857-5319-1311-3-K
CEYDA-Poçan-1030526182-1,857-5320-1331-2-K
SELİN-Özdoğan-1030522544-1,856-5322-1312-3-K
SEFANUR-Akman-1030525448-1,856-5323-1332-2-K
GÜLNİHAL-Polat-1030522921-1,855-5325-1313-3-K
GÜLDESTE-Öztonga-1030524297-1,855-5326-1314-3-K
AYŞE-Yalçın-1030525656-1,855-5328-1334-2-K
SEDA-Hakyemez-1030526939-1,855-5329-1335-2-K
GAYE-Öztuna-1030529865-1,855-5330-1371-1-K
AYSU-Başoğlu-1030523051-1,854-5331-1315-3-K
İNCİ-Kulaksızoğlu-1030523935-1,854-5332-1316-3-K
BEGÜM-Çamdalı-1030528140-1,851-5336-1372-1-K
AYŞE-Erdoğan-1030524535-1,849-5338-1319-3-K
AHENK-Paksüt-1030527631-1,849-5341-1373-1-K
SÜHEYLA-Erbay-1030520728-1,847-5342-1311-4-K
ELİF-Özkara-1030521179-1,847-5343-1312-4-K
AHENK-Nalbantoğlu-1030524530-1,847-5344-1321-3-K
SEVDE-Arıcan-1030522071-1,846-5346-1313-4-K
NAZİK-Erginsoy-1030527646-1,845-5353-1374-1-K
YASEMİN-Erçetin-1030522338-1,844-5354-1316-4-K
FADİME-Hakyemez-1030529450-1,844-5355-1375-1-K
FİDAN-Akar -1030527240-1,842-5356-1343-2-K
DİLBERAYELA-Kuzucu-1030524743-1,841-5357-1323-3-K
AYFER-Özkök -1030529016-1,84-5360-1377-1-K
SEMA-Erginsoy-1030529393-1,84-5361-1378-1-K
ECE-Sinanoğlu-1030529678-1,84-5362-1379-1-K
AYLİN-Aclan-1030528671-1,839-5364-1380-1-K
AYÇA-Erbay-1030522363-1,837-5367-1319-4-K
DUYGU-Oraloğlu-1030520695-1,836-5369-1320-4-K
DİDEM-Koç-1030521830-1,836-5370-1321-4-K
ALİME-Balaban-1030526174-1,836-5372-1347-2-K
GÖKÇE-Tanrıkulu-1030523830-1,835-5374-1325-3-K
İLYA-Tanrıkulu-1030524093-1,834-5375-1326-3-K
AŞİYAN-Tunçeri-1030526699-1,834-5377-1348-2-K
EYLÜL-Pektemek-1030527560-1,834-5378-1382-1-K
CANSEL-Adıvar-1030520017-1,833-5379-1322-4-K
YÜSRA-Duygulu-1030523266-1,833-5380-1328-3-K
HANDE-Çağıran-1030528162-1,833-5381-1383-1-K
RABİA-Oraloğlu-1030521227-1,831-5382-1323-4-K
DİLEK-Baykam-1030523080-1,831-5384-1330-3-K
GÖZDE-Kunter-1030524367-1,83-5387-1331-3-K
İLYA-Yıldızoğlu-1030526959-1,83-5389-1350-2-K
İLKNUR-Ağaoğlu-1030521035-1,829-5390-1325-4-K
DENİZ-Kahveci-1030521037-1,828-5392-1327-4-K
YILDIZ-Mertoğlu-1030523691-1,828-5393-1332-3-K
BERFİN-Korol-1030525711-1,828-5394-1351-2-K
ŞERİFE-Kutlay-1030527021-1,828-5395-1352-2-K
ELÇİN-Erginsoy-1030520627-1,827-5396-1328-4-K
ASLI-Çevik-1030521640-1,827-5397-1329-4-K
HATİCE-Hamzaoğlu-1030524822-1,827-5399-1333-3-K
NAZİK-Sinanoğlu-1030523277-1,826-5400-1334-3-K
GÜNAY-Tazegül-1030524650-1,826-5401-1335-3-K
AŞİYAN-Kunt-1030526437-1,826-5402-1353-2-K
AYFER-Kulaksızoğlu-1030526346-1,824-5404-1354-2-K
MİNE-Babacan-1030520609-1,823-5406-1332-4-K
GÜLDİDE-Aclan-1030521031-1,823-5407-1333-4-K
HANDAN-Öymen-1030522495-1,823-5408-1334-4-K
ESMA-Numanoğlu-1030522206-1,821-5411-1336-4-K
RABİA-Tahincioğlu-1030523737-1,821-5412-1337-3-K
DENİZ-Alyanak-1030521308-1,82-5415-1337-4-K
NERGİS-Öztonga-1030526784-1,819-5417-1356-2-K
EYLÜL-Tekand-1030524024-1,817-5420-1340-3-K
FULYA-Kulaksızoğlu-1030523757-1,816-5422-1341-3-K
GÖZDE-Yeşilkaya-1030524500-1,815-5423-1342-3-K
GÜLNİHAL-Alyanak-1030523997-1,814-5424-1343-3-K
CEYLAN-Sarıoğlu-1030525875-1,814-5425-1357-2-K
İLYA-Tokatlıoğlu-1030520888-1,813-5427-1338-4-K
SÜHEYLA-Mayhoş-1030522527-1,812-5428-1344-3-K
FULYA-Ertürk-1030525472-1,812-5429-1358-2-K
FATMA-Beşerler-1030525603-1,812-5430-1359-2-K
SUZAN-Başoğlu-1030526619-1,81-5431-1360-2-K
NUR-Akgül-1030525258-1,808-5432-1361-2-K
NAZ-Tokatlıoğlu-1030522847-1,807-5433-1345-3-K
AHU-Topaloğlu-1030527729-1,807-5434-1390-1-K
GÜLNAZ-Barbarosoğlu-1030525419-1,806-5435-1362-2-K
HANDAN-Atakol-1030525045-1,805-5439-1363-2-K
DERYA-Kasapoğlu-1030529361-1,805-5440-1391-1-K
RABİA-Örge-1030520904-1,804-5441-1342-4-K
İPEK-Hamzaoğlu-1030525034-1,804-5445-1365-2-K
SÜMEYRA-Yalçın-1030529257-1,804-5447-1392-1-K
EBRU-Sarıoğlu-1030521131-1,803-5448-1343-4-K
MEHTAP-Sepetçi-1030525483-1,803-5450-1367-2-K
ESRA-Akgül-1030523424-1,8-5452-1348-3-K
TUĞBA-Çatalbaş-1030520920-1,796-5455-1345-4-K
GONCA-Yıldırım -1030522873-1,796-5456-1351-3-K
ESMA-Yılmazer-1030523680-1,796-5457-1352-3-K
İREM-Atakol-1030521897-1,795-5459-1346-4-K
DİLAN-Velioğlu-1030527877-1,795-5460-1393-1-K
EYŞAN-Aydan-1030524587-1,794-5461-1353-3-K
EMİNE-Körmükçü-1030529217-1,794-5463-1395-1-K
DEMET-Polat-1030520936-1,793-5464-1347-4-K
NESLİHAN-Karadaş-1030527568-1,793-5465-1396-1-K
DEFNE-Tunçeri-1030527860-1,793-5466-1397-1-K
ESMA-Yalçın-1030523020-1,79-5468-1354-3-K
AYŞENUR-Adal-1030523456-1,79-5469-1355-3-K
HALE-Duygulu-1030523246-1,788-5475-1358-3-K
İLKNUR-Velioğlu-1030523429-1,787-5480-1360-3-K
ESMA-Köybaşı-1030521433-1,786-5483-1350-4-K
NECLA-Egeli-1030523621-1,786-5485-1361-3-K
CEYDA-Velioğlu-1030525794-1,785-5489-1375-2-K
LEYLA-Türkyılmaz-1030528051-1,785-5490-1401-1-K
YEŞİM-Kocabıyık-1030520415-1,784-5491-1353-4-K
EBRU-Bolatlı-1030523049-1,784-5492-1363-3-K
ADİLE-Kutlay-1030525114-1,784-5493-1376-2-K
GÜLNİHAL-Çapanoğlu-1030521160-1,78-5498-1357-4-K
HANDE-Baykam-1030528253-1,78-5501-1403-1-K
GÖZDE-Beşerler-1030521424-1,779-5502-1358-4-K
NAZ-Okur-1030524066-1,779-5504-1366-3-K
DAMLA-Düşenkalkar-1030526301-1,776-5509-1379-2-K
GAMZE-Öymen-1030520588-1,774-5512-1360-4-K
BAŞAK-Baykam-1030529598-1,774-5514-1407-1-K
GİZEM-Orbay-1030523745-1,773-5515-1368-3-K
FULYA-Paksüt-1030525983-1,773-5516-1381-2-K
YÜSRA-Akman-1030527882-1,772-5519-1408-1-K
GÜNAY-Denkel-1030528911-1,772-5520-1409-1-K
ALMİLA-Adal-1030521324-1,771-5522-1362-4-K
YÜSRA-Bolatlı-1030521756-1,769-5524-1363-4-K
GİZEM-Sözeri-1030523846-1,769-5525-1370-3-K
FATMA-Yalçın-1030523835-1,766-5529-1372-3-K
ENİSE-Avan-1030527477-1,765-5533-1386-2-K
ECENUR-Elmastaşoğlu-1030523193-1,764-5534-1373-3-K
HABİBE-Özberk-1030529381-1,764-5535-1413-1-K
GÜLNAZ-Egeli-1030520178-1,763-5536-1364-4-K
AYFER-Abacı-1030521642-1,762-5537-1365-4-K
GONCA-Kurutluoğlu-1030528325-1,762-5540-1414-1-K
SEVİL-Kocabıyık-1030528861-1,762-5541-1415-1-K
ALİME-Karaböcek-1030525201-1,761-5542-1389-2-K
ELÇİN-Beşerler-1030525372-1,76-5547-1393-2-K
GÖZDE-Özberk-1030527980-1,76-5549-1417-1-K
AYŞEGÜL-Atakol-1030522668-1,759-5551-1375-3-K
DİLAY-Kunt-1030524173-1,758-5552-1376-3-K
DİLARA-Nalbantoğlu-1030521716-1,756-5556-1366-4-K
İREM-Arıcan-1030526175-1,755-5560-1395-2-K
CANSU-Türkyılmaz-1030520456-1,754-5561-1367-4-K
HANDE-Limoncuoğlu-1030523587-1,754-5562-1380-3-K
FADİME-Kıraç -1030522810-1,752-5564-1381-3-K
SEVGİ-Çörekçi-1030527566-1,751-5568-1422-1-K
FİRDEVS-Erberk-1030521710-1,749-5569-1370-4-K
GÜNER-Demirbaş-1030526408-1,749-5570-1397-2-K
GÜLDİDE-Yeşilkaya-1030526446-1,749-5571-1398-2-K
GONCA-Topaloğlu-1030528266-1,748-5574-1424-1-K
DERYA-Günday-1030520719-1,746-5576-1372-4-K
CANAN-Dağlaroğlu-1030522573-1,746-5577-1382-3-K
DERYA-Velioğlu-1030520101-1,745-5580-1373-4-K
SULTAN-Özdoğan-1030523968-1,745-5582-1384-3-K
MÜGE-Sezek-1030526680-1,745-5583-1401-2-K
ASLIM-Tunaboylu-1030521014-1,744-5585-1374-4-K
GONCA-Ilıcalı-1030521055-1,743-5586-1375-4-K
NURAN-Özbey-1030523884-1,743-5588-1386-3-K
CANAN-Öztuna-1030522543-1,742-5593-1387-3-K
SEVDE-Ilıcalı-1030523717-1,742-5594-1388-3-K
ESRA-Balaban-1030527459-1,742-5596-1405-2-K
AŞİYAN-Alyanak-1030520667-1,741-5597-1377-4-K
DEFNE-Tekelioğlu-1030524227-1,741-5598-1390-3-K
ŞULE-Arslanoğlu-1030526537-1,74-5600-1406-2-K
EBRU-Sinanoğlu-1030529925-1,74-5602-1429-1-K
SUZAN-Kutlay-1030527852-1,739-5603-1430-1-K
İLYA-Sarıoğlu-1030522263-1,738-5608-1379-4-K
HANDE-Nebioğlu-1030522379-1,738-5609-1380-4-K
NAZİK-Akışık-1030520329-1,736-5614-1381-4-K
GÜLDESTE-Limoncuoğlu-1030527235-1,736-5616-1411-2-K
EMİNE-Özgörkey-1030528456-1,736-5617-1434-1-K
EYŞAN-Taşçı-1030522918-1,734-5618-1392-3-K
CANAN-Limoncuoğlu-1030520941-1,733-5621-1383-4-K
BERFİN-Yetkiner-1030528304-1,733-5622-1435-1-K
GÖKÇEN-Nalbantoğlu-1030529665-1,733-5623-1436-1-K
DİLBERAYELA-Balaban-1030528370-1,732-5626-1438-1-K
CEYLİN-Öymen-1030526029-1,731-5628-1413-2-K
BÜŞRA-Tanrıkulu-1030528308-1,731-5629-1440-1-K
FEYZA-Korol-1030525710-1,73-5630-1414-2-K
AHSEN-Özbey-1030526106-1,728-5633-1416-2-K
İPEK-Korol-1030528422-1,728-5634-1442-1-K
SEMİHA-Aybar-1030520538-1,726-5637-1384-4-K
AYFER-Küçükler-1030522546-1,726-5638-1396-3-K
ESEN-Günday-1030525046-1,726-5639-1417-2-K
EYŞAN-Avan-1030521493-1,725-5640-1385-4-K
ŞEYDA-Arıcan-1030524506-1,725-5641-1397-3-K
ŞEYMA-Sözeri-1030524526-1,724-5645-1399-3-K
MELİKE-Öztonga-1030521929-1,723-5647-1386-4-K
ESMA-Arıcan-1030522639-1,723-5648-1400-3-K
BAŞAK-Elmastaşoğlu-1030529684-1,721-5651-1445-1-K
MİNE-Gönültaş-1030522804-1,72-5652-1402-3-K
SULTAN-Küçükler-1030526412-1,719-5654-1420-2-K
MELİKE-Ertepınar-1030523265-1,718-5656-1404-3-K
NAZİK-Tokgöz-1030520500-1,716-5658-1387-4-K
GÖKÇEN-Polat-1030522928-1,716-5660-1406-3-K
FİLİZ-Taşlı-1030522932-1,71-5666-1409-3-K
SUZAN-Oraloğlu-1030529747-1,71-5668-1448-1-K
BERFİN-Koçyiğit-1030524164-1,709-5670-1412-3-K
İPEK-Çatalbaş-1030525321-1,708-5671-1423-2-K
LEYLA-Akgül-1030522771-1,707-5672-1413-3-K
NAZ-Oraloğlu-1030527470-1,707-5673-1424-2-K
İLYA-Solmaz-1030520123-1,706-5675-1389-4-K
NİHAL-Koç-1030524390-1,706-5677-1414-3-K
ŞULE-Sözeri-1030529956-1,705-5680-1450-1-K
MEHTAP-Tuğluk-1030522457-1,704-5683-1393-4-K
YELİZ-Doğan -1030529937-1,702-5692-1452-1-K
AYŞENUR-Kavaklıoğlu-1030524644-1,701-5694-1419-3-K
SİBEL-Alyanak-1030527168-1,701-5695-1429-2-K
NİHAL-Tokatlıoğlu-1030520590-1,7-5696-1396-4-K
KADRİYE-Ilıcalı-1030524278-1,7-5698-1421-3-K
FADİME-Çamdalı-1030525182-1,699-5700-1430-2-K
DAMLA-Sezek-1030520533-1,698-5701-1397-4-K
AYFER-Babacan-1030523534-1,698-5703-1423-3-K
DERYA-Demirbaş-1030523288-1,697-5704-1424-3-K
FİDAN-Çetiner-1030523871-1,697-5705-1425-3-K
İREM-Yalçın-1030527612-1,697-5706-1453-1-K
CANSU-Gümüşpala-1030524075-1,696-5708-1426-3-K
SİNEM-Akar -1030527027-1,696-5710-1432-2-K
HÜMEYRA-Akışık-1030526506-1,695-5713-1433-2-K
FEYZA-Özbir-1030524009-1,694-5715-1427-3-K
HALİME-Polat-1030526334-1,692-5717-1434-2-K
HATİCE-Özgörkey-1030521028-1,69-5718-1403-4-K
AHU-Topçuoğlu-1030521479-1,69-5719-1404-4-K
BEGÜM-Erdoğan-1030522271-1,69-5721-1406-4-K
FERDANE-Tütüncü-1030523720-1,689-5723-1428-3-K
PINAR-Sözeri-1030523137-1,687-5729-1429-3-K
ŞEYMANUR-Dağlaroğlu-1030528645-1,687-5731-1456-1-K
EYLÜL-Öymen-1030524853-1,686-5733-1430-3-K
MAHMURE-Akyürek-1030526517-1,684-5735-1440-2-K
LATİFE-Doğan -1030523015-1,683-5736-1431-3-K
ESRA-Arıcan-1030528293-1,683-5737-1457-1-K
MİHRİBAN-Ağaoğlu-1030520185-1,682-5738-1410-4-K
DİLEK-Kaya -1030523553-1,681-5741-1433-3-K
ELİF-Koçoğlu-1030527495-1,681-5742-1441-2-K
TUĞBA-Poçan-1030528814-1,681-5743-1459-1-K
BUSE-Aydan-1030520748-1,677-5748-1412-4-K
ŞEYMA-Limoncuoğlu-1030529311-1,676-5749-1460-1-K
AYSU-Akgül-1030520651-1,675-5750-1413-4-K
HİLAL-Polat-1030520643-1,674-5752-1415-4-K
CEYLAN-Ilıcalı-1030526012-1,673-5756-1443-2-K
DERYA-Kaya -1030528629-1,673-5758-1462-1-K
GÖKÇEN-Çörekçi-1030524010-1,672-5760-1437-3-K
DUYGU-Özdenak-1030525346-1,672-5761-1445-2-K
ILGIN-Denkel-1030525705-1,671-5762-1446-2-K
ESRA-Tütüncü-1030526333-1,67-5765-1449-2-K
ESMA-Akgül-1030521776-1,669-5767-1418-4-K
DEFNE-Erberk-1030522838-1,669-5768-1438-3-K
YASEMİN-Tokgöz-1030522150-1,667-5771-1419-4-K
GİZEM-Günday-1030527962-1,666-5774-1466-1-K
MAHMURE-Elçiboğa-1030523151-1,665-5775-1439-3-K
PELİN-Solmaz-1030523908-1,664-5778-1440-3-K
GAYE-Özbir-1030527035-1,664-5779-1452-2-K
DUYGU-Kaya -1030525376-1,662-5783-1453-2-K
PERİHAN-Baturalp-1030528004-1,662-5784-1468-1-K
HALİME-Öztonga-1030528784-1,662-5785-1469-1-K
DUYGU-Doğan -1030522012-1,661-5787-1425-4-K
EBRU-Yetkiner-1030521953-1,66-5788-1426-4-K
DİLAY-Alyanak-1030522819-1,66-5789-1441-3-K
GÜNAY-Oraloğlu-1030526910-1,66-5791-1455-2-K
SÜMEYYE-Nalbantoğlu-1030520543-1,659-5793-1427-4-K
DİLEK-Toraman-1030521280-1,658-5796-1428-4-K
GAMZE-Özbey-1030528181-1,656-5800-1472-1-K
MİHRİBAN-Günday-1030524697-1,653-5804-1444-3-K
CANSU-Günday-1030527055-1,65-5806-1459-2-K
DEMET-Adal-1030529826-1,65-5807-1473-1-K
GÜLNİHAL-Kulaksızoğlu-1030522946-1,649-5808-1446-3-K
SEÇİL-Bakırcıoğlu-1030527466-1,649-5811-1462-2-K
İLKNUR-Kurutluoğlu-1030529000-1,649-5812-1474-1-K
FADİME-Tekand-1030525303-1,648-5815-1463-2-K
HANDE-Kunt-1030521952-1,647-5817-1432-4-K
MİNE-Günday-1030522601-1,646-5819-1448-3-K
GÜL-Sarıoğlu-1030529819-1,646-5820-1475-1-K
DUYGU-Akyürek-1030521893-1,644-5822-1435-4-K
HİLAL-Dağlaroğlu-1030521533-1,643-5825-1437-4-K
GÜLÇİN-Ekici-1030524291-1,643-5826-1449-3-K
PELİN-Elçiboğa-1030525763-1,643-5827-1466-2-K
GÜNER-Hamzaoğlu-1030522141-1,641-5830-1440-4-K
SENEM-Kahveci-1030528484-1,641-5833-1476-1-K
SELİN-Özbey-1030525917-1,638-5835-1468-2-K
İREM-Akyürek-1030520834-1,637-5837-1441-4-K
MİHRİBAN-Adal-1030523057-1,637-5838-1452-3-K
DİLEK-Ayverdi-1030523503-1,637-5839-1453-3-K
YELİZ-Kulaksızoğlu-1030525784-1,636-5843-1470-2-K
BİLGEHAN-Pekkan-1030520745-1,635-5845-1443-4-K
NAZ-Babacan-1030524716-1,635-5846-1456-3-K
SENEM-Hamzaoğlu-1030525508-1,634-5849-1472-2-K
HATİCE-Özbey-1030527927-1,633-5854-1479-1-K
NURAN-Dizdar -1030527579-1,632-5856-1480-1-K
MÜGE-Ilıcalı-1030523323-1,631-5860-1460-3-K
KÜBRA-Sadıklar-1030525300-1,628-5863-1476-2-K
GÜLDESTE-Berberoğlu-1030524857-1,626-5868-1463-3-K
MERVE-Durmaz-1030527305-1,625-5869-1477-2-K
NESLİHAN-Pekkan-1030520029-1,624-5870-1450-4-K
HANDAN-Kasapoğlu-1030524869-1,622-5874-1464-3-K
İREM-Bademci-1030526368-1,622-5875-1480-2-K
HANDAN-Sezek-1030528780-1,621-5876-1481-1-K
SEÇİL-Taşçı-1030529710-1,62-5878-1482-1-K
AHU-Eronat-1030520405-1,619-5879-1452-4-K
NERGİS-Atan-1030521854-1,619-5881-1454-4-K
CANAN-Karaduman-1030521006-1,617-5884-1455-4-K
DESTAN-Tokatlıoğlu-1030528280-1,617-5885-1484-1-K
AYFER-Günday-1030520007-1,616-5886-1456-4-K
ŞEYDA-Akal-1030527285-1,616-5888-1482-2-K
İLKNUR-Ağaoğlu-1030520599-1,615-5889-1457-4-K
SEVİL-Sinanoğlu-1030523520-1,614-5891-1468-3-K
AYFER-Erberk-1030522485-1,613-5893-1458-4-K
FERDA-Özdoğan-1030525396-1,613-5894-1483-2-K
SEVİL-Durmaz-1030526455-1,613-5895-1484-2-K
ŞEVVAL-Baykam-1030521436-1,612-5897-1459-4-K
HATİCE-Tütüncü-1030527037-1,612-5898-1485-2-K
ESMA-Erginsoy-1030529497-1,611-5900-1486-1-K
FERHAN-Başoğlu-1030523159-1,609-5904-1471-3-K
GÜLDESTE-Sezek-1030527014-1,607-5911-1491-2-K
MİHRİBAN-Akışık-1030526193-1,606-5913-1492-2-K
HANDE-Tunçeri-1030527990-1,605-5916-1489-1-K
ŞERİFE-Karaböcek-1030523478-1,604-5917-1475-3-K
İLAYDA-Erbay-1030520199-1,603-5918-1461-4-K
AYSU-Küçükler-1030527067-1,603-5920-1495-2-K
CANSU-Önür-1030524446-1,602-5921-1476-3-K
MAHMURE-Arıcan-1030521200-1,601-5923-1462-4-K
NELİS-Çatalbaş-1030521409-1,6-5925-1463-4-K
GÜL-Yılmazer-1030523800-1,6-5929-1478-3-K
DİLRUBA-Kulaksızoğlu-1030529651-1,599-5932-1491-1-K
SEVDE-Durmaz-1030529882-1,597-5934-1493-1-K
CANAN-Kılıççı-1030528007-1,595-5937-1494-1-K
CANAN-Ekşioğlu-1030521940-1,593-5939-1466-4-K
FERİHA-Erbay-1030526725-1,592-5941-1500-2-K
GÖNÜL-Berberoğlu-1030528908-1,591-5946-1497-1-K
AYFER-Koç-1030528951-1,591-5947-1498-1-K
HABİBE-Abadan-1030520117-1,59-5948-1468-4-K
MİNE-Ilıcalı-1030523328-1,589-5949-1483-3-K
PINAR-Topaloğlu-1030528676-1,589-5951-1499-1-K
BAŞAK-Ilıcalı-1030523926-1,587-5952-1484-3-K
HATİCE-Orbay-1030524656-1,587-5953-1485-3-K
HAYAL-Sarıoğlu-1030525896-1,586-5958-1503-2-K
SEVGİ-Erkekli-1030528028-1,584-5964-1504-1-K
AHU-Berberoğlu-1030523188-1,583-5965-1488-3-K
NAZLI-Topçuoğlu-1030525427-1,58-5970-1506-2-K
YASEMİN-Çetiner-1030526440-1,58-5972-1508-2-K
PERİHAN-Sinanoğlu-1030521974-1,578-5976-1471-4-K
DESTAN-Evliyaoğlu-1030520176-1,576-5980-1472-4-K
SİBEL-Kahveci-1030522095-1,575-5984-1475-4-K
MİRAY-Babaoğlu-1030527512-1,575-5986-1508-1-K
DİLARA-Biçer-1030527931-1,573-5989-1509-1-K
ÇİCEK-Tokatlıoğlu-1030521736-1,571-5992-1478-4-K
SEFANUR-Polat-1030521966-1,571-5993-1479-4-K
ADİLE-Kıraç -1030522937-1,571-5994-1496-3-K
ESRA-Gönültaş-1030528542-1,57-5997-1510-1-K
HALE-Akay-1030521256-1,569-5999-1482-4-K
YÜSRA-Akaydın-1030526994-1,569-6001-1511-2-K
FERDANE-Tekand-1030523194-1,568-6003-1499-3-K
CEREN-Korol-1030529760-1,568-6004-1511-1-K
NAZİK-Dalkıran-1030521932-1,566-6006-1485-4-K
HALİME-Velioğlu-1030525266-1,566-6007-1512-2-K
ŞEYMANUR-Yıldızoğlu-1030527872-1,566-6008-1512-1-K
NAZ-Aykaç-1030528038-1,566-6009-1513-1-K
GAMZE-Aykaç-1030526669-1,562-6016-1513-2-K
HANDAN-Ertürk-1030523128-1,561-6019-1501-3-K
ŞEYDA-Yıldırım -1030522377-1,56-6022-1489-4-K
MELİKE-Doğan -1030528962-1,56-6023-1518-1-K
YEŞİM-Nalbantoğlu-1030523253-1,559-6024-1503-3-K
GÜLNİHAL-Karaer-1030527968-1,557-6029-1521-1-K
ELİF-Hamzaoğlu-1030521554-1,556-6030-1491-4-K
BÜŞRA-Mayhoş-1030524938-1,556-6031-1504-3-K
HAZAN-Kaya -1030529442-1,555-6034-1523-1-K
AYSU-Özdenak-1030523157-1,554-6035-1505-3-K
ELİF-Körmükçü-1030529881-1,554-6036-1524-1-K
İLYA-Mayhoş-1030520858-1,552-6038-1492-4-K
SİBEL-Çetiner-1030523579-1,552-6039-1506-3-K
GÜLDİDE-Türkyılmaz-1030527644-1,552-6042-1526-1-K
DİLRUBA-Taşlı-1030528088-1,552-6043-1527-1-K
SÜHEYLA-Avan-1030526013-1,551-6047-1519-2-K
GÜLÇİN-Tüzün-1030528610-1,551-6048-1529-1-K
İNCİ-Oraloğlu-1030529348-1,55-6053-1531-1-K
PERİHAN-Akışık-1030528998-1,549-6054-1532-1-K
ELİF-Tuğluk-1030529291-1,549-6055-1533-1-K
AYÇA-Türkdoğan-1030522368-1,547-6058-1495-4-K
GÜLNİHAL-Mayhoş-1030526052-1,547-6060-1521-2-K
İLKNUR-Hamzaoğlu-1030526482-1,545-6063-1522-2-K
MELİKE-Kıraç -1030524768-1,544-6065-1513-3-K
SEVDE-Aybar-1030526388-1,542-6071-1526-2-K
SULTAN-Tekelioğlu-1030527661-1,542-6072-1537-1-K
DİLRUBA-Denkel-1030521372-1,54-6074-1497-4-K
DENİZ-Tüzün-1030522273-1,54-6075-1498-4-K
SUZAN-Hakyemez-1030529607-1,54-6079-1538-1-K
MELODİ-Kutlay-1030521020-1,539-6080-1499-4-K
GÜLÇİN-Akgül-1030520085-1,537-6083-1500-4-K
GAMZE-Ayverdi-1030529529-1,537-6084-1539-1-K
GAYE-Elçiboğa-1030521925-1,536-6085-1501-4-K
ECEM-Elmastaşoğlu-1030527948-1,536-6087-1540-1-K
TUĞBA-Bademci-1030525449-1,535-6088-1529-2-K
SEDA-Keçeci-1030526952-1,535-6089-1530-2-K
NİHAL-Topaloğlu-1030520027-1,533-6090-1502-4-K
