GAMZE-Özbir-1030524731-4-1-1-3-K
CANSEL-Polat-1030522756-3,999-3-2-3-K
TAHSİN-Ertürk-1030523124-2,491-3742-909-3-E
DİLRUBA-Kavaklıoğlu-1030523021-2,488-3751-910-3-K
CEREN-Küçükler-1030523144-2,484-3760-911-3-K
YELİZ-Tütüncü-1030523865-2,484-3761-912-3-K
AYFER-Erbulak-1030524792-2,483-3764-913-3-K
SERDAR-Baturalp-1030523264-2,478-3777-914-3-E
GÖNÜL-Kutlay-1030524008-2,478-3778-915-3-K
ILGIN-Tuğluk-1030524398-2,478-3779-916-3-K
HAYAT-Erçetin-1030523751-2,475-3787-917-3-K
SUZAN-Nalbantoğlu-1030523480-2,47-3796-918-3-K
AFŞIN-Keseroğlu-1030523994-2,469-3800-919-3-E
EMRE-Uluhan-1030524287-2,469-3801-920-3-E
ALİSA-Erberk-1030524520-2,467-3803-921-3-K
CANSEL-Özdoğan-1030522829-2,465-3808-922-3-K
ESRA-Arslanoğlu-1030524311-2,464-3815-923-3-K
GÜRBÜZ-Akbulut-1030523153-2,463-3818-924-3-E
FADİME-Çörekçi-1030523822-2,462-3824-925-3-K
FAZLI-Doğan -1030524692-2,462-3825-926-3-E
AŞİYAN-Karaböcek-1030523648-2,459-3831-927-3-K
CANAN-Kunter-1030522952-2,458-3832-928-3-K
NURAN-Uluhan-1030523125-2,457-3836-929-3-K
EMRULLAH-Arıcan-1030524130-2,457-3837-930-3-E
AYŞEGÜL-Solmaz-1030522812-2,456-3842-931-3-K
MAHMURE-Dalkıran-1030524674-2,455-3844-932-3-K
BUSE-Ertürk-1030522722-2,453-3847-933-3-K
HALİL-Yazıcı-1030523036-2,453-3848-934-3-E
ŞAHİN-Evliyaoğlu-1030523595-2,453-3849-935-3-E
YASEMİN-Tokatlıoğlu-1030522779-2,452-3852-936-3-K
ADEM-Kahveci-1030522982-2,452-3853-937-3-E
FİLİZ-Alnıaçık-1030522908-2,451-3856-938-3-K
ERSİN-Kurutluoğlu-1030524841-2,451-3857-939-3-E
EFE-Orbay-1030522981-2,447-3870-940-3-E
HABİBE-Baturalp-1030524603-2,446-3874-941-3-K
EMİNE-Aykaç-1030522517-2,445-3877-942-3-K
NAZ-Türkyılmaz-1030523755-2,444-3879-943-3-K
DİLBERAYELA-Tunaboylu-1030524001-2,444-3880-944-3-K
SEVGİ-Önür-1030523862-2,442-3887-945-3-K
ŞEYDA-Barbarosoğlu-1030524915-2,439-3894-946-3-K
SİNEM-Sezek-1030524145-2,435-3904-947-3-K
SEFA-Mertoğlu-1030524183-2,435-3905-948-3-E
DOĞAN-Kurutluoğlu-1030524940-2,434-3910-949-3-E
İLYA-Akyürek-1030523670-2,433-3914-950-3-K
GÜLBEN-Denkel-1030522518-2,425-3936-951-3-K
HALİT-Kıraç -1030524118-2,425-3937-952-3-E
FERİHA-Orbay-1030522632-2,424-3940-953-3-K
ERDEM-Taşçı-1030522837-2,422-3942-954-3-E
ADEM-Özdoğan-1030523500-2,422-3943-955-3-E
SIRRI-Durmaz-1030522649-2,421-3946-956-3-E
HATİCE-Alyanak-1030522990-2,421-3947-957-3-K
ONUR-Özkara-1030523018-2,419-3952-958-3-E
İDİL-Aşıkoğlu-1030523420-2,419-3953-959-3-K
NESLİHAN-Pektemek-1030524776-2,414-3965-960-3-K
ONUR-Gümüşpala-1030523616-2,411-3969-961-3-E
EREN-Küçükler-1030523991-2,407-3974-962-3-E
SÜHEYLA-Kunt-1030524442-2,405-3978-963-3-K
TAHSİN-Arıcan-1030524939-2,399-3989-964-3-E
AYŞE-Erbay-1030523226-2,398-3994-965-3-K
MEHMET-Dağdaş-1030524281-2,396-3997-966-3-E
FAHRİ-Tokatlıoğlu-1030522949-2,395-3998-967-3-E
VEYSEL-Keçeci-1030524664-2,395-3999-968-3-E
DUYGU-Kaya -1030523975-2,394-4004-969-3-K
MECNUN-Yılmazer-1030524055-2,394-4005-970-3-E
GÜLNİHAL-Hakyemez-1030523066-2,393-4009-971-3-K
OKTAY-Özkara-1030524226-2,392-4012-972-3-E
MAHMURE-Tanrıkulu-1030523931-2,391-4017-973-3-K
CANER-Erginsoy-1030524199-2,39-4020-974-3-E
İHSAN-Hamzaoğlu-1030522862-2,387-4033-975-3-E
EMİR-Özberk-1030523095-2,387-4034-976-3-E
RECEP-Duygulu-1030524232-2,385-4037-977-3-E
ABDULLAH-Yıldızoğlu-1030522652-2,381-4044-978-3-E
SÜHEYLA-Nalbantoğlu-1030524941-2,38-4045-979-3-K
CAFE-Hamzaoğlu-1030523140-2,377-4053-980-3-E
HALE-Nebioğlu-1030524673-2,376-4056-981-3-K
AŞİYAN-Aşıkoğlu-1030524560-2,375-4057-982-3-K
CANAN-Uluhan-1030524862-2,375-4058-983-3-K
ÇAĞATAY-Babacan-1030523373-2,373-4060-984-3-E
GÜLDESTE-Elmastaşoğlu-1030524378-2,373-4061-985-3-K
EFE-Mertoğlu-1030523601-2,371-4067-986-3-E
ERTUĞRUL-Ilıcalı-1030523540-2,37-4072-987-3-E
FURKAN-Demirbaş-1030523893-2,37-4073-988-3-E
SEZER-Tuğluk-1030523992-2,367-4077-989-3-E
TOPRAK-Polat-1030524451-2,366-4080-990-3-E
TALHA-Yetkiner-1030523921-2,365-4082-991-3-E
FAZIL-Nalbantoğlu-1030523385-2,362-4089-992-3-E
AKIN-Yıldırım -1030524443-2,362-4090-993-3-E
PERİHAN-Tokatlıoğlu-1030524153-2,361-4093-994-3-K
ONUR-Çamdalı-1030524397-2,361-4094-995-3-E
AFŞIN-Kaya -1030524902-2,359-4095-996-3-E
NEHİR-Tuğlu-1030523989-2,358-4097-997-3-K
FAZİLET-Doğan -1030523756-2,357-4099-998-3-K
EREN-Çatalbaş-1030522604-2,356-4101-999-3-E
BAHADIR-Akan-1030524793-2,355-4106-1000-3-E
FERİHA-Gönültaş-1030522973-2,351-4112-1001-3-K
DAMLA-Yıldırım -1030524913-2,347-4121-1002-3-K
MUHAMMED-Barbarosoğlu-1030523069-2,346-4126-1003-3-E
DERVİŞ-Süleymanoğlu-1030524260-2,344-4133-1004-3-E
CANSU-Sarıoğlu-1030522929-2,343-4136-1005-3-K
MÜCAHİD-Erdoğan-1030523392-2,337-4146-1006-3-E
AYLİN-Kunt-1030524683-2,335-4151-1007-3-K
DİLARA-Egeli-1030523849-2,334-4152-1008-3-K
AYLİN-Sepetçi-1030523867-2,332-4154-1009-3-K
CİVAN-Süleymanoğlu-1030523999-2,331-4159-1010-3-E
GÜRBÜZ-Oraloğlu-1030524864-2,331-4160-1011-3-E
İHSAN-Özbey-1030523852-2,329-4167-1012-3-E
GONCA-Karadaş-1030522682-2,328-4170-1013-3-K
DURAN-Yetkiner-1030523250-2,327-4172-1014-3-E
HAZİM-Günday-1030523711-2,326-4176-1015-3-E
YASEMİN-Öztonga-1030523911-2,325-4178-1016-3-K
FAİK-Sözeri-1030522572-2,322-4186-1017-3-E
HÜSAMEDDİN-Kılıççı-1030524211-2,322-4187-1018-3-E
CANSEL-Arslanoğlu-1030523562-2,319-4199-1019-3-K
CUMAALİ-Okumuş-1030524277-2,319-4200-1020-3-E
EMRAH-Denkel-1030524522-2,317-4201-1021-3-E
CAN-Kılıççı-1030524177-2,315-4206-1022-3-E
GİZEM-Erdoğan-1030522882-2,313-4212-1023-3-K
ECEM-Kıraç -1030522991-2,312-4216-1024-3-K
GÜL-Numanoğlu-1030522999-2,311-4220-1025-3-K
MİHRİBAN-Dağdaş-1030522532-2,31-4221-1026-3-K
UĞUR-Kutlay-1030522613-2,308-4223-1027-3-E
FATMA-Sepetçi-1030522915-2,305-4233-1028-3-K
ESEN-Arslanoğlu-1030523071-2,305-4234-1029-3-K
ALİSA-Tuğluk-1030524067-2,305-4235-1030-3-K
AYÇA-Eronat-1030524741-2,304-4237-1031-3-K
SİBEL-Oraloğlu-1030524329-2,301-4243-1032-3-K
GÖKHAN-Dalkıran-1030524722-2,3-4244-1033-3-E
EYŞAN-Ertürk-1030523837-2,298-4250-1034-3-K
RESUL-Orbay-1030524304-2,298-4251-1035-3-E
GÖKHAN-Tuğluk-1030524963-2,298-4252-1036-3-E
FERDA-Süleymanoğlu-1030524415-2,297-4254-1037-3-K
İREM-Menemencioğlu-1030524943-2,297-4255-1038-3-K
PELİN-Oraloğlu-1030524100-2,294-4261-1039-3-K
GÜLÇİN-Kulaksızoğlu-1030522881-2,292-4265-1040-3-K
AYŞE-Sarıoğlu-1030524628-2,29-4267-1041-3-K
ÇAĞATAY-Tunçeri-1030524602-2,289-4268-1042-3-E
FAZLI-Toraman-1030523643-2,288-4269-1043-3-E
KADRİYE-Tokatlıoğlu-1030523820-2,288-4270-1044-3-K
SUZAN-Hakyemez-1030523917-2,288-4271-1045-3-K
MELİKE-Yeşilkaya-1030523541-2,286-4274-1046-3-K
CANSU-Özberk-1030524562-2,286-4275-1047-3-K
KEREM-Elmastaşoğlu-1030524393-2,284-4278-1048-3-E
DOĞAN-Akbulut-1030524931-2,284-4279-1049-3-E
LATİFE-Aclan-1030523111-2,276-4292-1050-3-K
RABİA-Nalbantoğlu-1030523605-2,271-4302-1051-3-K
AYSU-Alnıaçık-1030523058-2,268-4310-1052-3-K
KÜBRA-Yalçın-1030524479-2,267-4312-1053-3-K
CEYLAN-Akgül-1030523823-2,266-4314-1054-3-K
EMRAH-Sezek-1030523274-2,262-4329-1055-3-E
RECEP-Durmaz-1030524023-2,257-4338-1056-3-E
İDİL-Karaer-1030524751-2,257-4339-1057-3-K
CANAN-Dalkıran-1030522670-2,255-4345-1058-3-K
GÜLNAZ-Ilıcalı-1030523319-2,254-4348-1059-3-K
NAZLI-Karadaş-1030524373-2,249-4357-1060-3-K
TUĞÇE-Ekşioğlu-1030522809-2,248-4358-1061-3-K
CANTEKİN-Mayhoş-1030524417-2,245-4363-1062-3-E
MELEK-Nalbantoğlu-1030524517-2,244-4364-1063-3-K
SELİM-Topaloğlu-1030523419-2,243-4365-1064-3-E
ÖZGÜL-Atan-1030524610-2,243-4366-1065-3-K
CUMAALİ-Topaloğlu-1030523824-2,242-4368-1066-3-E
BAKİ-Uca-1030524640-2,242-4369-1067-3-E
SERDAR-Nalbantoğlu-1030524308-2,233-4386-1068-3-E
SUZAN-Aykaç-1030524686-2,232-4388-1069-3-K
SEMİH-Öztonga-1030522516-2,231-4390-1070-3-E
EMİR-Dizdar -1030524210-2,227-4399-1071-3-E
ATAKAN-Paksüt-1030524872-2,226-4403-1072-3-E
SEYYİD-Çapanoğlu-1030522958-2,225-4407-1073-3-E
DENİZ-Önür-1030523957-2,223-4411-1074-3-E
NURULLAH-Uluhan-1030522749-2,221-4418-1075-3-E
FİRDEVS-Demirbaş-1030522647-2,22-4420-1076-3-K
HİLMİ-Kunt-1030524799-2,22-4421-1077-3-E
YAHYA-Denkel-1030523148-2,217-4428-1078-3-E
NELİS-Süleymanoğlu-1030524252-2,217-4429-1079-3-K
HACI-Sezek-1030524403-2,217-4430-1080-3-E
SEFA-Kılıççı-1030524709-2,216-4433-1081-3-E
BURAK-Doğan -1030524623-2,213-4439-1082-3-E
BERFİN-Arıcan-1030524320-2,212-4443-1083-3-K
CEREN-Körmükçü-1030524205-2,21-4448-1084-3-K
YÜSRA-Tanrıkulu-1030522890-2,208-4454-1085-3-K
ABDULLAH-Yalçın-1030523640-2,207-4458-1086-3-E
AYŞE-Kahveci-1030524929-2,207-4459-1087-3-K
TUĞBA-Erdoğan-1030523235-2,203-4465-1088-3-K
KÜBRA-Koçyiğit-1030523877-2,202-4469-1089-3-K
FATİH-Orbay-1030523907-2,202-4470-1090-3-E
HABİBE-Türkyılmaz-1030523201-2,201-4472-1091-3-K
EMRAH-Barbarosoğlu-1030524681-2,201-4473-1092-3-E
KEMAL-Çetiner-1030522872-2,195-4479-1093-3-E
MELEK-Bademci-1030522782-2,194-4483-1094-3-K
CAN-Karaböcek-1030523694-2,194-4484-1095-3-E
ASLI-Paksüt-1030524794-2,194-4485-1096-3-K
MURAT-Öymen-1030523840-2,193-4488-1097-3-E
SELÇUK-Bademci-1030523706-2,191-4491-1098-3-E
CEM-Ilıcalı-1030523329-2,189-4496-1099-3-E
FİDAN-Paksüt-1030523582-2,188-4498-1100-3-K
ŞEYMANUR-Demirbaş-1030524717-2,184-4504-1101-3-K
ATAKAN-Orbay-1030524196-2,183-4506-1102-3-E
HİKMET-Sezek-1030524140-2,178-4516-1103-3-E
ABDULLAH-Ilıcalı-1030523285-2,177-4522-1104-3-E
GÜLNİHAL-Atakol-1030523357-2,177-4523-1105-3-K
HAMZA-Adıvar-1030524511-2,177-4524-1106-3-E
GÜL-Türkdoğan-1030523604-2,173-4531-1107-3-K
ŞEYDA-Yalçın-1030522831-2,172-4532-1108-3-K
GÜRBÜZ-Duygulu-1030523527-2,172-4533-1109-3-E
CANSEL-Koç-1030524553-2,172-4534-1110-3-K
ALPEREN-Özbey-1030523279-2,17-4535-1111-3-E
CANSU-Oraloğlu-1030522775-2,165-4545-1112-3-K
FERİHA-Barbarosoğlu-1030524666-2,163-4552-1113-3-K
MÜCAHİD-Özbir-1030522865-2,162-4557-1114-3-E
CAFE-Tekand-1030524198-2,162-4558-1115-3-E
AŞİYAN-Tuğlu-1030524072-2,161-4561-1116-3-K
MURAT-Elmastaşoğlu-1030524162-2,161-4562-1117-3-E
GÖZDE-Kaya -1030523198-2,16-4565-1118-3-K
ADEM-Uca-1030523307-2,158-4568-1119-3-E
NELİS-Öymen-1030523034-2,154-4578-1120-3-K
GÜLDİDE-Kavaklıoğlu-1030523180-2,154-4579-1121-3-K
FERİHA-Kunt-1030522585-2,152-4587-1122-3-K
DİLEK-Koçyiğit-1030523133-2,152-4588-1123-3-K
AYFER-Kılıççı-1030524404-2,151-4591-1124-3-K
GÜLÇİN-Arıcan-1030523141-2,147-4606-1125-3-K
OSMAN-Önür-1030522943-2,144-4615-1126-3-E
EREN-Adan-1030523308-2,144-4616-1127-3-E
DENİZ-Duygulu-1030523232-2,143-4619-1128-3-K
SEMİHA-Yıldızoğlu-1030522627-2,141-4623-1129-3-K
MELODİ-Özbey-1030522658-2,141-4624-1130-3-K
ENİSE-Topaloğlu-1030523002-2,141-4625-1131-3-K
DİLAY-Günday-1030522552-2,14-4627-1132-3-K
İSMAİL-Pektemek-1030523517-2,14-4628-1133-3-E
SEMİH-Karabulut-1030523770-2,14-4629-1134-3-E
ŞEYDA-Erkekli-1030524315-2,139-4631-1135-3-K
SULTAN-Türkyılmaz-1030522924-2,135-4639-1136-3-K
FATMA-Oraloğlu-1030524898-2,134-4641-1137-3-K
ÇAĞLAR-Erberk-1030524713-2,133-4645-1138-3-E
SEVDE-Tunaboylu-1030524334-2,132-4649-1139-3-K
HAKAN-Erbay-1030524387-2,131-4654-1140-3-E
DESTAN-Kunt-1030522811-2,13-4658-1141-3-K
VENHAR-Beşerler-1030523351-2,13-4659-1142-3-K
TOPRAK-Akaydın-1030524208-2,13-4660-1143-3-E
ÇAĞRI-Tekelioğlu-1030522648-2,129-4663-1144-3-E
SAMET-Yılmazer-1030522993-2,129-4664-1145-3-E
CİVAN-Çamdalı-1030523358-2,127-4668-1146-3-E
SEFA-Uluhan-1030524186-2,126-4669-1147-3-E
MİRAY-Erbay-1030524810-2,126-4670-1148-3-K
BÜLENT-Bolatlı-1030522633-2,124-4673-1149-3-E
ADEM-Sarıoğlu-1030523001-2,122-4679-1150-3-E
BERKAN-Ertürk-1030524523-2,119-4688-1151-3-E
TOPRAK-Tuğluk-1030523241-2,118-4691-1152-3-E
GÜNAY-Ertürk-1030524693-2,118-4692-1153-3-K
CUMA-Erkekli-1030522807-2,116-4694-1154-3-E
DOĞAN-Velioğlu-1030524263-2,114-4699-1155-3-E
DERVİŞ-Aydan-1030523829-2,112-4703-1156-3-E
SEFANUR-Demirbaş-1030523468-2,111-4704-1157-3-K
FİLİZ-Korol-1030524094-2,111-4705-1158-3-K
ADİLE-Abadan-1030522549-2,109-4713-1159-3-K
SALİH-Bademci-1030522979-2,109-4714-1160-3-E
HALUK-Elçiboğa-1030524323-2,104-4725-1161-3-E
KALENDER-Kocabıyık-1030523856-2,102-4727-1162-3-E
EMİNE-Karaduman-1030524727-2,098-4735-1163-3-K
ERTAN-Türkyılmaz-1030524380-2,097-4737-1164-3-E
GONCA-Çatalbaş-1030522664-2,096-4742-1165-3-K
SEVDE-Akyüz-1030522646-2,093-4745-1166-3-K
VEYSEL-Aşıkoğlu-1030524065-2,092-4748-1167-3-E
NERGİS-Çamdalı-1030524084-2,087-4759-1168-3-K
AYŞE-Polat-1030524957-2,086-4763-1169-3-K
AYLİN-Adıvar-1030523317-2,085-4767-1170-3-K
SAMET-Akman-1030522777-2,083-4771-1171-3-E
EDA-Koçoğlu-1030523038-2,083-4772-1172-3-K
MÜGE-Hamzaoğlu-1030523331-2,082-4776-1173-3-K
SULTAN-Tazegül-1030523615-2,08-4784-1174-3-K
İHSAN-Öztonga-1030524992-2,08-4785-1175-3-E
ANIL-Akan-1030522824-2,079-4786-1176-3-E
YASEMİN-Erdoğan-1030523280-2,075-4798-1177-3-K
ORHAN-Türkyılmaz-1030523765-2,074-4800-1178-3-E
DİLAVER-Yalçın-1030522578-2,072-4801-1179-3-E
AHU-Ertepınar-1030524122-2,07-4803-1180-3-K
ANIL-Düşenkalkar-1030523919-2,069-4807-1181-3-E
MERVE-Hakyemez-1030524528-2,069-4808-1182-3-K
GÜNAY-Alpuğan-1030523130-2,068-4810-1183-3-K
CANSU-Ilıcalı-1030524111-2,068-4811-1184-3-K
YASEMİN-Evliyaoğlu-1030524621-2,065-4820-1185-3-K
FİKRET-Mayhoş-1030522521-2,063-4825-1186-3-E
NURULLAH-Kahveci-1030523571-2,063-4826-1187-3-E
VENHAR-Ekşioğlu-1030523673-2,062-4827-1188-3-K
ERTUĞRUL-Bolatlı-1030524834-2,061-4828-1189-3-E
ONUR-Hakyemez-1030523811-2,06-4831-1190-3-E
DEMET-Poçan-1030523064-2,058-4835-1191-3-K
GÖKHAN-Nalbantoğlu-1030524251-2,056-4839-1192-3-E
DİLAY-Öztonga-1030523809-2,046-4855-1193-3-K
HACI-Yıldırım -1030522935-2,045-4856-1194-3-E
HANDAN-Elmastaşoğlu-1030523418-2,044-4860-1195-3-K
EMRULLAH-Karaduman-1030522650-2,042-4865-1196-3-E
TUĞRAN-Yalçın-1030523903-2,039-4870-1197-3-E
HANDAN-Orbay-1030524745-2,039-4871-1198-3-K
ASLIM-Uluhan-1030522907-2,038-4873-1199-3-K
DEFNE-Berberoğlu-1030522533-2,036-4875-1200-3-K
RABİA-Önür-1030523899-2,03-4885-1201-3-K
CAFER-Alyanak-1030524638-2,029-4889-1202-3-E
BEKİR-Tuğluk-1030523677-2,028-4892-1203-3-E
CEREN-Adal-1030523818-2,025-4898-1204-3-K
ECE-Yetkiner-1030524710-2,023-4904-1205-3-K
ÖZKAN-Koçyiğit-1030523413-2,019-4914-1206-3-E
MAHMURE-Baykam-1030523674-2,019-4915-1207-3-K
DİCLE-Özbey-1030524695-2,019-4916-1208-3-K
SUZAN-Çağıran-1030523102-2,017-4924-1209-3-K
ERTUĞRUL-Özdenak-1030524449-2,015-4927-1210-3-E
FURKAN-Çatalbaş-1030524309-2,014-4931-1211-3-E
MİNE-Tuğlu-1030524935-2,014-4932-1212-3-K
CEYLİN-Doğan -1030522728-2,012-4938-1213-3-K
KÜRŞAD-Özkara-1030523244-2,012-4939-1214-3-E
İSMAİL-Arslanoğlu-1030524462-2,01-4944-1215-3-E
İZZET-Elmastaşoğlu-1030524271-2,007-4948-1216-3-E
ASLIM-Adal-1030524349-2,007-4949-1217-3-K
ŞEYDA-Öztonga-1030522954-2,004-4955-1218-3-K
CANSU-Doğan -1030523091-2,004-4956-1219-3-K
HAKAN-Düşenkalkar-1030523698-2,004-4957-1220-3-E
HALİME-Tokatlıoğlu-1030523548-2,003-4961-1221-3-K
İSMAİL-Tokatlıoğlu-1030522571-1,995-4977-1222-3-E
BERAT-Türkyılmaz-1030523712-1,992-4983-1223-3-E
TOPRAK-Keseroğlu-1030524769-1,99-4988-1224-3-E
AHENK-Nebioğlu-1030522595-1,989-4991-1225-3-K
İLAYDA-Koçyiğit-1030524050-1,989-4992-1226-3-K
SEVGİ-Ayaydın-1030523531-1,988-4995-1227-3-K
HAKKI-Tunaboylu-1030523035-1,987-4997-1228-3-E
İBRAHİM-Kaya -1030524302-1,985-5005-1229-3-E
GÜLDESTE-Düşenkalkar-1030524003-1,982-5014-1230-3-K
DİLRUBA-Yılmazer-1030523561-1,981-5015-1231-3-K
SEYİT-Süleymanoğlu-1030523889-1,981-5016-1232-3-E
TOPRAK-Kahveci-1030524568-1,98-5021-1233-3-E
İPEK-Ayverdi-1030523900-1,977-5028-1234-3-K
BERAT-Türkdoğan-1030524543-1,977-5029-1235-3-E
ERKAN-Ilıcalı-1030524564-1,977-5030-1236-3-E
DİDEM-Günday-1030523369-1,976-5031-1237-3-K
DERYA-Karaböcek-1030522643-1,974-5034-1238-3-K
BAKİ-Erdoğan-1030522916-1,974-5035-1239-3-E
CEREN-Poyrazoğlu-1030523397-1,973-5037-1240-3-K
ALPEREN-Sinanoğlu-1030523025-1,967-5047-1241-3-E
GÜLNAZ-Ekici-1030523747-1,967-5048-1242-3-K
NEHİR-Solmaz-1030524937-1,967-5049-1243-3-K
ECE-Barbarosoğlu-1030524682-1,966-5051-1244-3-K
HALİL-Sözeri-1030524588-1,965-5053-1245-3-E
ERTUĞRUL-Mertoğlu-1030523782-1,963-5059-1246-3-E
NURULLAH-Türkyılmaz-1030524125-1,963-5060-1247-3-E
HÜMEYRA-Öztuna-1030523630-1,959-5072-1248-3-K
HACI-Evliyaoğlu-1030523796-1,955-5081-1249-3-E
ELÇİN-Sözeri-1030524778-1,944-5102-1250-3-K
DOĞUKAN-Körmükçü-1030524839-1,941-5108-1251-3-E
ÖMER-Kahveci-1030524516-1,939-5113-1252-3-E
HAZAN-Kunter-1030523543-1,936-5123-1253-3-K
HATİCE-Beşerler-1030523549-1,935-5125-1254-3-K
SELİN-Atan-1030522702-1,929-5136-1255-3-K
AYÇA-Köybaşı-1030523142-1,927-5140-1256-3-K
EYÜP-Yalçın-1030524746-1,926-5142-1257-3-E
SAMİ-Akyüz-1030523171-1,925-5146-1258-3-E
YUNUS-Adan-1030522953-1,923-5151-1259-3-E
KÜRŞAD-Oraloğlu-1030524222-1,923-5152-1260-3-E
ŞEYDA-Hamzaoğlu-1030524267-1,923-5153-1261-3-K
FERHAN-Erdoğan-1030524426-1,921-5159-1262-3-K
TUĞBA-Çatalbaş-1030523415-1,919-5164-1263-3-K
MÜCAHİD-Elmastaşoğlu-1030523065-1,913-5177-1264-3-E
ERTUĞRUL-Samancı-1030523384-1,913-5178-1265-3-E
HALDUN-Yalçın-1030524194-1,913-5179-1266-3-E
HANDE-Akyüz-1030523945-1,911-5185-1267-3-K
TUĞÇE-Erginsoy-1030523077-1,909-5190-1268-3-K
FİKRET-Çamdalı-1030524837-1,909-5191-1269-3-E
CAFE-Gönültaş-1030524645-1,906-5202-1270-3-E
DİLARA-Alnıaçık-1030523343-1,9-5212-1271-3-K
MEHTAP-Ağaoğlu-1030524465-1,898-5217-1272-3-K
CEM-Numanoğlu-1030523923-1,896-5224-1273-3-E
SEVİL-Kumcuoğlu-1030523775-1,894-5230-1274-3-K
ÖZGÜL-Kutlay-1030523143-1,893-5231-1275-3-K
EMİNE-Saygıner-1030523569-1,893-5232-1276-3-K
SÜMEYYE-Atakol-1030524402-1,891-5235-1277-3-K
ÇİLAY-Ilıcalı-1030524880-1,891-5236-1278-3-K
CANSEL-Durak -1030524569-1,89-5242-1279-3-K
AKIN-Akman-1030522826-1,889-5244-1280-3-E
CENGİZ-Dağlaroğlu-1030522589-1,888-5245-1281-3-E
EMRE-Gönültaş-1030524294-1,888-5246-1282-3-E
DURAN-Topaloğlu-1030524703-1,888-5247-1283-3-E
HAZİM-Kaya -1030522736-1,887-5248-1284-3-E
İREM-Tuğlu-1030523667-1,887-5249-1285-3-K
DİLAVER-Gönültaş-1030524927-1,887-5250-1286-3-E
ALİME-Tunaboylu-1030524508-1,885-5253-1287-3-K
SİBEL-Küçükler-1030522776-1,884-5255-1288-3-K
CEREN-Beşerler-1030523195-1,883-5258-1289-3-K
ENES-Öztuna-1030523379-1,883-5259-1290-3-E
ÇAĞRI-Arslanoğlu-1030523566-1,881-5262-1291-3-E
VEHBİ-Çapanoğlu-1030522641-1,88-5264-1292-3-E
UMUT-Nalbantoğlu-1030522657-1,878-5267-1293-3-E
CEREN-Velioğlu-1030522680-1,878-5268-1294-3-K
EMRULLAH-Ertürk-1030524991-1,878-5269-1295-3-E
DAMLA-Ayaydın-1030523042-1,874-5280-1296-3-K
EBRU-Karadaş-1030522750-1,873-5283-1297-3-K
TAHSİN-Başoğlu-1030524007-1,872-5284-1298-3-E
HABİBE-Keçeci-1030524942-1,872-5285-1299-3-K
CANSEL-Duygulu-1030524039-1,871-5289-1300-3-K
CUMAALİ-Gümüşpala-1030522760-1,87-5291-1301-3-E
ALP-Menemencioğlu-1030524264-1,87-5292-1302-3-E
GÖKHAN-Alpuğan-1030524824-1,87-5293-1303-3-E
İBRAHİM-Koç-1030522753-1,869-5294-1304-3-E
ADİLE-Eronat-1030524783-1,868-5298-1305-3-K
EMRE-Kahveci-1030523983-1,864-5305-1306-3-E
AYÇA-Tuğlu-1030524759-1,864-5306-1307-3-K
FİKRET-Denkel-1030524411-1,859-5315-1308-3-E
BARAN-Kumcuoğlu-1030524336-1,858-5317-1309-3-E
GÜLÇİN-Abadan-1030524049-1,857-5318-1310-3-K
CEYLAN-Tekelioğlu-1030524773-1,857-5319-1311-3-K
SELİN-Özdoğan-1030522544-1,856-5322-1312-3-K
GÜLNİHAL-Polat-1030522921-1,855-5325-1313-3-K
GÜLDESTE-Öztonga-1030524297-1,855-5326-1314-3-K
AYSU-Başoğlu-1030523051-1,854-5331-1315-3-K
İNCİ-Kulaksızoğlu-1030523935-1,854-5332-1316-3-K
ÇETİN-Duygulu-1030523771-1,851-5335-1317-3-E
ABDURRAHMAN-Topaloğlu-1030524152-1,849-5337-1318-3-E
AYŞE-Erdoğan-1030524535-1,849-5338-1319-3-K
AKIN-Günday-1030524956-1,849-5339-1320-3-E
AHENK-Nalbantoğlu-1030524530-1,847-5344-1321-3-K
EKREM-Koç-1030523594-1,845-5350-1322-3-E
DİLBERAYELA-Kuzucu-1030524743-1,841-5357-1323-3-K
SİNAN-Tokgöz-1030524678-1,837-5368-1324-3-E
GÖKÇE-Tanrıkulu-1030523830-1,835-5374-1325-3-K
İLYA-Tanrıkulu-1030524093-1,834-5375-1326-3-K
CEM-Çevik-1030524184-1,834-5376-1327-3-E
YÜSRA-Duygulu-1030523266-1,833-5380-1328-3-K
HİLMİ-Kutlay-1030522968-1,831-5383-1329-3-E
DİLEK-Baykam-1030523080-1,831-5384-1330-3-K
GÖZDE-Kunter-1030524367-1,83-5387-1331-3-K
YILDIZ-Mertoğlu-1030523691-1,828-5393-1332-3-K
HATİCE-Hamzaoğlu-1030524822-1,827-5399-1333-3-K
NAZİK-Sinanoğlu-1030523277-1,826-5400-1334-3-K
GÜNAY-Tazegül-1030524650-1,826-5401-1335-3-K
SAMİ-Akyüz-1030523325-1,824-5403-1336-3-E
RABİA-Tahincioğlu-1030523737-1,821-5412-1337-3-K
BUĞRA-Arslanoğlu-1030523664-1,818-5418-1338-3-E
CANER-Kutlay-1030523472-1,817-5419-1339-3-E
EYLÜL-Tekand-1030524024-1,817-5420-1340-3-K
FULYA-Kulaksızoğlu-1030523757-1,816-5422-1341-3-K
GÖZDE-Yeşilkaya-1030524500-1,815-5423-1342-3-K
