GÖKHAN-Hamzaoğlu-1030520000-2,004-4954-1220-4-E
SAİD-Velioğlu-1030524444-3,388-1516-386-3-E
GÖKHAN-Evliyaoğlu-1030524445-1,413-6404-1593-3-E
CANSU-Önür-1030524446-1,602-5921-1476-3-K
ESRA-Denkel-1030524447-1,245-6846-1685-3-K
ÖZGÜR-Sarıoğlu-1030524448-2,771-3075-757-3-E
ERTUĞRUL-Özdenak-1030524449-2,015-4927-1210-3-E
SULTAN-Bakırcıoğlu-1030524450-1,116-7130-1764-3-K
TOPRAK-Polat-1030524451-2,366-4080-990-3-E
AYŞE-Atakol-1030524452-1,382-6488-1611-3-K
LEYLA-Erez-1030524453-0,962-7502-1858-3-K
ATAKAN-Menemencioğlu-1030524454-1,76-5546-1374-3-E
ORHAN-Adal-1030524455-3,497-1258-328-3-E
OKTAY-Limoncuoğlu-1030524456-0,25-9315-2324-3-E
EFE-Baturalp-1030524457-1,395-6456-1605-3-E
RABİA-Nalbantoğlu-1030524458-0,772-7975-1975-3-K
CÜNEYT-Koçyiğit-1030524459-3,601-1007-270-3-E
ŞEVVAL-Hakyemez-1030524460-2,811-2951-721-3-K
CÜNEYT-Kavaklıoğlu-1030524461-3,395-1493-381-3-E
İSMAİL-Arslanoğlu-1030524462-2,01-4944-1215-3-E
CANAN-Paksüt-1030524463-2,795-2998-733-3-K
SEFA-Kulaksızoğlu-1030524464-0,366-9006-2233-3-E
MEHTAP-Ağaoğlu-1030524465-1,898-5217-1272-3-K
NİMET-Avan-1030524466-2,88-2799-682-3-K
BERKAN-Tazegül-1030524467-0,886-7698-1906-3-E
ELİF-Bakırcıoğlu-1030524468-2,787-3028-739-3-K
BERAT-Kocabıyık-1030524469-1,547-6059-1511-3-E
SEÇİL-Toraman-1030524470-0,027-9926-2487-3-K
SİBEL-Avan-1030524471-0,833-7816-1936-3-K
FATMA-Kaya -1030524472-3,294-1741-438-3-K
GAYE-Akan-1030524473-3,781-551-153-3-K
AKIN-Tokgöz-1030524474-0,526-8588-2120-3-E
BUĞRA-Tütüncü-1030524475-1,409-6418-1596-3-E
TAYFUR-Oraloğlu-1030524476-1,207-6925-1706-3-E
BUĞRA-Çevik-1030524477-2,909-2704-662-3-E
CEYDA-Erdoğan-1030524478-0,382-8956-2216-3-K
KÜBRA-Yalçın-1030524479-2,267-4312-1053-3-K
CEYLAN-Numanoğlu-1030524480-3,398-1489-379-3-K
MAHMURE-Doğan -1030524481-3,756-606-165-3-K
SEYİT-Akman-1030524482-1,171-7004-1725-3-E
TAYFUN-Biçer-1030524483-0,372-8990-2228-3-E
AÇELYA-Durak -1030524484-1,368-6530-1621-3-K
HİLMİ-Toraman-1030524485-3,261-1830-465-3-E
BERAT-Okur-1030524486-0,894-7679-1902-3-E
ECE-Erbay-1030524487-0,185-9511-2374-3-K
ÇAĞATAY-Kaya -1030524488-1,607-5909-1473-3-E
EYŞAN-Tanrıkulu-1030524489-3,38-1536-391-3-K
HALUK-Özdoğan-1030524490-1,546-6061-1512-3-E
SİNAN-Dalkıran-1030524491-1,312-6673-1649-3-E
TUNA-Hamzaoğlu-1030524492-0,207-9448-2358-3-E
SELÇUK-Sözeri-1030524493-0,608-8374-2063-3-E
CANSU-Kurutluoğlu-1030524494-1,236-6865-1689-3-K
MUSA-Doğan -1030524495-3,553-1107-293-3-E
SELİN-Özbey-1030524496-2,548-3616-877-3-K
DEMET-Duygulu-1030524497-0,827-7829-1940-3-K
MİHRİBAN-Kunt-1030524498-1,469-6265-1563-3-K
ENES-Topaloğlu-1030524499-0,653-8255-2039-3-E
GÖZDE-Yeşilkaya-1030524500-1,815-5423-1342-3-K
GÖKHAN-Özdenak-1030524501-3,86-348-97-3-E
SERGEN-Başoğlu-1030524502-1,46-6287-1567-3-E
UĞUR-Polat-1030524503-3,468-1320-338-3-E
EMİR-Aykaç-1030524504-3,21-1951-489-3-E
CÜNEYT-Alnıaçık-1030524505-1,307-6690-1655-3-E
ŞEYDA-Arıcan-1030524506-1,725-5641-1397-3-K
TOPRAK-Velioğlu-1030524507-1,359-6556-1626-3-E
ALİME-Tunaboylu-1030524508-1,885-5253-1287-3-K
ESAT-Karaduman-1030524509-1,641-5831-1450-3-E
ŞEYDA-Tunaboylu-1030524510-1,4-6446-1604-3-K
HAMZA-Adıvar-1030524511-2,177-4524-1106-3-E
VOLKAN-Hakyemez-1030524512-3,291-1749-443-3-E
FADİME-Ertepınar-1030524513-3,965-81-25-3-K
AFŞIN-Koç-1030524514-0,33-9101-2257-3-E
SAMET-Özgörkey-1030524515-0,924-7600-1887-3-E
ÖMER-Kahveci-1030524516-1,939-5113-1252-3-E
MELEK-Nalbantoğlu-1030524517-2,244-4364-1063-3-K
SEYYİD-Barbarosoğlu-1030524518-0,462-8761-2169-3-E
ENES-Orbay-1030524519-2,535-3644-886-3-E
ALİSA-Erberk-1030524520-2,467-3803-921-3-K
HACI-Avan-1030524521-0,07-9808-2456-3-E
EMRAH-Denkel-1030524522-2,317-4201-1021-3-E
BERKAN-Ertürk-1030524523-2,119-4688-1151-3-E
YAHYA-Özgörkey-1030524524-0,291-9209-2297-3-E
BEKİR-Paksüt-1030524525-0,966-7488-1855-3-E
ŞEYMA-Sözeri-1030524526-1,724-5645-1399-3-K
HABİBE-Tokatlıoğlu-1030524527-0,24-9336-2327-3-K
MERVE-Hakyemez-1030524528-2,069-4808-1182-3-K
ÖMER-Tokatlıoğlu-1030524529-1,124-7111-1756-3-E
AHENK-Nalbantoğlu-1030524530-1,847-5344-1321-3-K
NAZLI-Balcı-1030524531-2,827-2918-710-3-K
HAZİM-Akay-1030524532-1,098-7173-1775-3-E
ESAT-Ertürk-1030524533-0,3-9180-2287-3-E
HANDAN-Mayhoş-1030524534-3,064-2313-578-3-K
AYŞE-Erdoğan-1030524535-1,849-5338-1319-3-K
HANDAN-Yeşilkaya-1030524536-0,107-9708-2429-3-K
BERKAN-Babaoğlu-1030524537-3,197-1980-494-3-E
AFŞIN-Ilıcalı-1030524538-3,462-1332-343-3-E
SULTAN-Düşenkalkar-1030524539-2,825-2923-712-3-K
CEYLAN-Öztonga-1030524540-0,935-7568-1877-3-K
FERDANE-Doğan -1030524541-2,887-2780-676-3-K
NİMET-Topaloğlu-1030524542-1,333-6619-1639-3-K
BERAT-Türkdoğan-1030524543-1,977-5029-1235-3-E
DOĞAN-Erkekli-1030524544-2,92-2682-656-3-E
TAYFUR-Kasapoğlu-1030524545-0,945-7542-1869-3-E
ALİ-Özberk-1030524546-2,668-3324-812-3-E
ŞEYMANUR-Ilıcalı-1030524547-3,231-1902-478-3-K
TUNA-Özdoğan-1030524548-0,769-7984-1978-3-E
RÜMEYSA-Özgörkey-1030524549-2,647-3389-826-3-K
RESUL-Bakırcıoğlu-1030524550-0,894-7680-1903-3-E
BATUHAN-Biçer-1030524551-2,735-3183-784-3-E
ESAT-Aykaç-1030524552-0,305-9167-2282-3-E
CANSEL-Koç-1030524553-2,172-4534-1110-3-K
YAHYA-Ilıcalı-1030524554-2,731-3195-787-3-E
OSMAN-Tekand-1030524555-2,528-3663-892-3-E
ESEN-Abadan-1030524556-1,324-6637-1644-3-K
FERDANE-Kahveci-1030524557-0,933-7575-1879-3-K
CİVAN-Kaya -1030524558-3,682-785-213-3-E
BATUHAN-Koyuncu-1030524559-0,435-8835-2185-3-E
AŞİYAN-Aşıkoğlu-1030524560-2,375-4057-982-3-K
BERFİN-Akyürek-1030524561-3,46-1339-346-3-K
CANSU-Özberk-1030524562-2,286-4275-1047-3-K
HAZAN-Paksüt-1030524563-1,137-7088-1752-3-K
ERKAN-Ilıcalı-1030524564-1,977-5030-1236-3-E
BATUHAN-Önür-1030524565-3,615-968-259-3-E
EMİR-Demirbaş-1030524566-2,983-2503-617-3-E
VEHBİ-Öztonga-1030524567-1,471-6262-1562-3-E
TOPRAK-Kahveci-1030524568-1,98-5021-1233-3-E
CANSEL-Durak -1030524569-1,89-5242-1279-3-K
HABİBE-Ayaydın-1030524570-0,905-7643-1897-3-K
İBRAHİM-Egeli-1030524571-0,808-7880-1949-3-E
EKREM-Çetin-1030524572-3,409-1463-373-3-E
NİHAL-Uluhan-1030524573-3,497-1259-329-3-K
UMUT-Solmaz-1030524574-1,618-5882-1466-3-E
İSMAİL-Atan-1030524575-3,644-885-233-3-E
SERGEN-Arslanoğlu-1030524576-3,866-334-91-3-E
ERTAN-Keçeci-1030524577-1,541-6073-1514-3-E
NEHİR-Kahveci-1030524578-0,786-7934-1967-3-K
FAHRİ-Çetiner-1030524579-0,007-9980-2499-3-E
HAKAN-Özkara-1030524580-0,893-7683-1904-3-E
NAZİK-Erginsoy-1030524581-2,667-3328-814-3-K
ESAT-Ekici-1030524582-0,029-9916-2485-3-E
İBRAHİM-Erkekli-1030524583-0,465-8748-2166-3-E
HÜSAMEDDİN-Aşıkoğlu-1030524584-0,095-9749-2439-3-E
SEVDE-Ilıcalı-1030524585-0,485-8702-2153-3-K
SEFA-Karabulut-1030524586-2,725-3207-790-3-E
EYŞAN-Aydan-1030524587-1,794-5461-1353-3-K
HALİL-Sözeri-1030524588-1,965-5053-1245-3-E
BİLGE-Başoğlu-1030524589-2,665-3336-816-3-K
ECEM-Sözeri-1030524590-0,593-8413-2075-3-K
BAKİ-Dağdaş-1030524591-0,299-9181-2288-3-E
GÜLNAZ-Dağdaş-1030524592-1,507-6157-1537-3-K
DİLEK-Atan-1030524593-3,027-2395-595-3-K
SULTAN-Abadan-1030524594-0,803-7889-1952-3-K
HÜSEYİN-Sarıoğlu-1030524595-1,309-6684-1654-3-E
SAMİ-Körmükçü-1030524596-3,116-2180-543-3-E
ARİF-Ilıcalı-1030524597-0,144-9606-2401-3-E
GÜLNİHAL-Sözeri-1030524598-0,19-9498-2372-3-K
TOPRAK-Akaydın-1030524599-2,815-2947-717-3-E
BURAK-Özgörkey-1030524600-2,983-2504-618-3-E
SÜMEYYE-Özdenak-1030524601-2,928-2655-651-3-K
ÇAĞATAY-Tunçeri-1030524602-2,289-4268-1042-3-E
HABİBE-Baturalp-1030524603-2,446-3874-941-3-K
AÇELYA-Sözeri-1030524604-1,408-6422-1597-3-K
AHSEN-Alpuğan-1030524605-0,456-8783-2175-3-K
FİRDEVS-Süleymanoğlu-1030524606-1,036-7321-1815-3-K
MUHAMMED-Biçer-1030524607-2,761-3101-765-3-E
MUSA-Karaduman-1030524608-3,516-1206-315-3-E
EMRE-Kavaklıoğlu-1030524609-0,114-9688-2424-3-E
ÖZGÜL-Atan-1030524610-2,243-4366-1065-3-K
ALİSA-Erdoğan-1030524611-2,812-2950-720-3-K
ECEM-Dağdaş-1030524612-3,303-1722-436-3-K
ONUR-Topçuoğlu-1030524613-3,743-642-173-3-E
BUĞRA-Yıldızoğlu-1030524614-0,686-8177-2016-3-E
SEMA-Öztonga-1030524615-0,06-9828-2458-3-K
TUNA-Özdoğan-1030524616-1,489-6209-1547-3-E
BEKİR-Dalkıran-1030524617-1,121-7122-1761-3-E
HALDUN-Koçoğlu-1030524618-2,782-3040-744-3-E
SULTAN-Topaloğlu-1030524619-0,21-9433-2354-3-K
TOPRAK-Özgörkey-1030524620-1,401-6443-1602-3-E
YASEMİN-Evliyaoğlu-1030524621-2,065-4820-1185-3-K
FAZLI-Özbey-1030524622-1,519-6130-1532-3-E
BURAK-Doğan -1030524623-2,213-4439-1082-3-E
FAZIL-Kunt-1030524624-2,959-2565-628-3-E
BAŞARAN-Polat-1030524625-0,98-7456-1849-3-E
AKIN-Atakol-1030524626-1,157-7038-1737-3-E
İZZET-Ekici-1030524627-3,673-812-218-3-E
AYŞE-Sarıoğlu-1030524628-2,29-4267-1041-3-K
VEYSEL-Barbarosoğlu-1030524629-2,808-2963-724-3-E
GÖNÜL-Hakyemez-1030524630-0,804-7885-1951-3-K
HAMZA-Ertürk-1030524631-3,857-363-101-3-E
CANTEKİN-Ağaoğlu-1030524632-1,008-7381-1832-3-E
ALPEREN-Eronat-1030524633-0,374-8982-2225-3-E
YUSUF-Kılıççı-1030524634-2,505-3702-900-3-E
ILGIN-Akbulut-1030524635-0,268-9275-2315-3-K
DERYA-Avan-1030524636-0,865-7739-1917-3-K
DERVİŞ-Körmükçü-1030524637-0,672-8214-2028-3-E
CAFER-Alyanak-1030524638-2,029-4889-1202-3-E
TAYFUR-Durak -1030524639-0,891-7687-1905-3-E
BAKİ-Uca-1030524640-2,242-4369-1067-3-E
İDİL-Duygulu-1030524641-0,058-9832-2459-3-K
HALDUN-Kaya -1030524642-0,092-9759-2445-3-E
ANIL-Sadıklar-1030524643-1,119-7125-1762-3-E
AYŞENUR-Kavaklıoğlu-1030524644-1,701-5694-1419-3-K
CAFE-Gönültaş-1030524645-1,906-5202-1270-3-E
EKREM-Topçuoğlu-1030524646-1,637-5840-1454-3-E
ALİ-Sepetçi-1030524647-0,123-9668-2420-3-E
HÜMEYRA-Ayverdi-1030524648-0,844-7784-1927-3-K
DOĞAN-Sinanoğlu-1030524649-3,787-535-146-3-E
GÜNAY-Tazegül-1030524650-1,826-5401-1335-3-K
SEMA-Adal-1030524651-2,765-3090-763-3-K
LATİFE-Eronat-1030524652-3,944-140-40-3-K
ENİSE-Ilıcalı-1030524653-1,227-6880-1694-3-K
İSMAİL-Körmükçü-1030524654-3,63-923-246-3-E
SELİN-Limoncuoğlu-1030524655-0,135-9628-2409-3-K
HATİCE-Orbay-1030524656-1,587-5953-1485-3-K
ATAKAN-Sinanoğlu-1030524657-0,302-9173-2285-3-E
CANAN-Özbir-1030524658-1,527-6104-1523-3-K
NUR-Uluhan-1030524659-3,762-591-162-3-K
SAİD-Kunter-1030524660-1,7-5699-1422-3-E
SEZER-Kavaklıoğlu-1030524661-0,848-7781-1925-3-E
DİLARA-Tuğluk-1030524662-3,656-849-227-3-K
ENES-Kunter-1030524663-1,293-6725-1662-3-E
VEYSEL-Keçeci-1030524664-2,395-3999-968-3-E
TEVFİK-Doğan -1030524665-0,843-7788-1928-3-E
FERİHA-Barbarosoğlu-1030524666-2,163-4552-1113-3-K
ANIL-Paksüt-1030524667-3,152-2093-521-3-E
SÜMEYYE-Karaer-1030524668-2,735-3184-785-3-K
SÜMEYRA-Eliçin-1030524669-2,811-2952-722-3-K
CİVAN-Koç-1030524670-3,628-930-249-3-E
EREN-Süleymanoğlu-1030524671-3,003-2457-607-3-E
SEYYİD-Ayaydın-1030524672-3,901-247-70-3-E
HALE-Nebioğlu-1030524673-2,376-4056-981-3-K
MAHMURE-Dalkıran-1030524674-2,455-3844-932-3-K
EMRE-Gönültaş-1030524675-0,833-7817-1937-3-E
DİLEK-Kılıççı-1030524676-0,529-8582-2117-3-K
EMİR-Günday-1030524677-3,568-1076-283-3-E
SİNAN-Tokgöz-1030524678-1,837-5368-1324-3-E
DEMET-Mayhoş-1030524679-3,89-277-78-3-K
FAİK-Nalbantoğlu-1030524680-3,122-2169-541-3-E
EMRAH-Barbarosoğlu-1030524681-2,201-4473-1092-3-E
ECE-Barbarosoğlu-1030524682-1,966-5051-1244-3-K
AYLİN-Kunt-1030524683-2,335-4151-1007-3-K
BEGÜM-Tunçeri-1030524684-3,912-219-66-3-K
CEREN-Abadan-1030524685-0,359-9022-2239-3-K
SUZAN-Aykaç-1030524686-2,232-4388-1069-3-K
CANSU-Avan-1030524687-3,979-53-16-3-K
SELİN-Ilıcalı-1030524688-2,972-2534-621-3-K
EMRULLAH-Sadıklar-1030524689-1,265-6796-1676-3-E
SAMİ-Sezek-1030524690-0,915-7623-1892-3-E
KAAN-Tokatlıoğlu-1030524691-0,933-7576-1880-3-E
FAZLI-Doğan -1030524692-2,462-3825-926-3-E
GÜNAY-Ertürk-1030524693-2,118-4692-1153-3-K
AYLİN-Nebioğlu-1030524694-0,218-9400-2344-3-K
DİCLE-Özbey-1030524695-2,019-4916-1208-3-K
EMİNE-Kulaksızoğlu-1030524696-1,383-6483-1610-3-K
MİHRİBAN-Günday-1030524697-1,653-5804-1444-3-K
GÜLDESTE-Sepetçi-1030524698-0,502-8652-2137-3-K
OSMAN-Ilıcalı-1030524699-3,621-952-255-3-E
İBRAHİM-Topçuoğlu-1030524700-2,833-2906-708-3-E
EREN-Atakol-1030524701-2,937-2628-640-3-E
ÇINAR-Dalkıran-1030524702-1,456-6297-1571-3-E
DURAN-Topaloğlu-1030524703-1,888-5247-1283-3-E
ŞULE-Akar -1030524704-1,177-6988-1722-3-K
MURAT-Çörekçi-1030524705-1,525-6111-1525-3-E
SEVİL-Karadaş-1030524706-2,881-2796-681-3-K
EKREM-Kumcuoğlu-1030524707-3,386-1523-388-3-E
METEHAN-Kurutluoğlu-1030524708-1,032-7331-1818-3-E
SEFA-Kılıççı-1030524709-2,216-4433-1081-3-E
ECE-Yetkiner-1030524710-2,023-4904-1205-3-K
HAKKI-Kahveci-1030524711-3,123-2166-540-3-E
EMİR-Limoncuoğlu-1030524712-0,386-8948-2214-3-E
ÇAĞLAR-Erberk-1030524713-2,133-4645-1138-3-E
İLKNUR-Kurutluoğlu-1030524714-0,599-8400-2072-3-K
ESEN-Akyüz-1030524715-0,944-7543-1870-3-K
NAZ-Babacan-1030524716-1,635-5846-1456-3-K
ŞEYMANUR-Demirbaş-1030524717-2,184-4504-1101-3-K
HANDE-Akışık-1030524718-3,389-1513-385-3-K
SEFANUR-Abadan-1030524719-3,606-994-268-3-K
MAHMUT-Sinanoğlu-1030524720-2,737-3180-782-3-E
BEGÜM-Karabulut-1030524721-3,1-2222-552-3-K
GÖKHAN-Dalkıran-1030524722-2,3-4244-1033-3-E
ESAT-Hakyemez-1030524723-3,314-1697-429-3-E
CANTEKİN-Ekici-1030524724-0,778-7960-1973-3-E
AÇELYA-Yazıcı-1030524725-3,698-744-199-3-K
HAKKI-Kıraç -1030524726-1,314-6666-1648-3-E
EMİNE-Karaduman-1030524727-2,098-4735-1163-3-K
ŞERİFE-Adan-1030524728-2,555-3602-874-3-K
CENGİZ-Arslanoğlu-1030524729-0,735-8065-1994-3-E
NERGİS-Sezek-1030524730-2,844-2889-704-3-K
GAMZE-Özbir-1030524731-4-1-1-3-K
VEYSEL-Kutlay-1030524732-3,421-1433-365-3-E
KEREM-Kıraç -1030524733-2,873-2808-683-3-E
CEM-Koçoğlu-1030524734-3,417-1444-369-3-E
SEZER-Baykam-1030524735-0,479-8712-2156-3-E
SEYİT-Ekşioğlu-1030524736-0,624-8326-2052-3-E
SİNAN-Yıldızoğlu-1030524737-1,804-5442-1346-3-E
TUĞRAN-Yalçın-1030524738-1,536-6086-1518-3-E
ÖZGÜR-Nalbantoğlu-1030524739-3,437-1400-357-3-E
BUSE-Biçer-1030524740-3,398-1490-380-3-K
AYÇA-Eronat-1030524741-2,304-4237-1031-3-K
HATİCE-Erdoğan-1030524742-2,821-2931-714-3-K
DİLBERAYELA-Kuzucu-1030524743-1,841-5357-1323-3-K
BAŞARAN-Barbarosoğlu-1030524744-3,311-1703-432-3-E
HANDAN-Orbay-1030524745-2,039-4871-1198-3-K
EYÜP-Yalçın-1030524746-1,926-5142-1257-3-E
BURHAN-Ayverdi-1030524747-1,525-6112-1526-3-E
ALP-Ertepınar-1030524748-3,974-65-20-3-E
MUHAMMED-Topaloğlu-1030524749-1,586-5957-1486-3-E
FERHAN-Mayhoş-1030524750-3,732-666-181-3-K
İDİL-Karaer-1030524751-2,257-4339-1057-3-K
EBRU-Erçetin-1030524752-0,682-8192-2019-3-K
TUĞBA-Babaoğlu-1030524753-1,407-6426-1598-3-K
UĞUR-Beşok-1030524754-2,937-2629-641-3-E
TUĞRAN-Ekici-1030524755-0,381-8959-2218-3-E
FİDAN-Sezek-1030524756-0,561-8495-2097-3-K
METEHAN-Denkel-1030524757-0,536-8561-2112-3-E
MÜGE-Akyüz-1030524758-0,517-8612-2127-3-K
AYÇA-Tuğlu-1030524759-1,864-5306-1307-3-K
CENGİZ-Çetiner-1030524760-0,779-7956-1971-3-E
BAŞAK-Özbey-1030524761-0,612-8363-2061-3-K
TOPRAK-Kunt-1030524762-3,653-862-229-3-E
EYŞAN-Ekici-1030524763-3,755-610-166-3-K
İBRAHİM-Ayverdi-1030524764-0,2-9472-2364-3-E
DAMLA-Tuğluk-1030524765-3,03-2389-593-3-K
NERGİS-Samancı-1030524766-3,499-1248-325-3-K
RESUL-Türkdoğan-1030524767-0,979-7461-1850-3-E
MELİKE-Kıraç -1030524768-1,544-6065-1513-3-K
TOPRAK-Keseroğlu-1030524769-1,99-4988-1224-3-E
GÖKHAN-Ekici-1030524770-1,465-6276-1565-3-E
SEYYİD-Özgörkey-1030524771-3,787-536-147-3-E
SULTAN-Mertoğlu-1030524772-2,913-2691-660-3-K
CEYLAN-Tekelioğlu-1030524773-1,857-5319-1311-3-K
DEMET-Kılıççı-1030524774-3,138-2126-530-3-K
ENİSE-Akal-1030524775-3,72-690-188-3-K
NESLİHAN-Pektemek-1030524776-2,414-3965-960-3-K
UMUT-Tekelioğlu-1030524777-0,801-7892-1954-3-E
ELÇİN-Sözeri-1030524778-1,944-5102-1250-3-K
HANDAN-Baturalp-1030524779-2,683-3300-808-3-K
YAHYA-Düşenkalkar-1030524780-0,038-9892-2478-3-E
MURAT-Tunaboylu-1030524781-0,032-9908-2483-3-E
BAŞARAN-Limoncuoğlu-1030524782-0,481-8707-2155-3-E
ADİLE-Eronat-1030524783-1,868-5298-1305-3-K
KEREM-Köybaşı-1030524784-3,063-2316-580-3-E
CÜNEYT-Çağıran-1030524785-1,332-6622-1640-3-E
DOĞUKAN-Uluhan-1030524786-0,368-9000-2232-3-E
LEYLA-Kurutluoğlu-1030524787-3,917-203-62-3-K
SEMİH-Aybar-1030524788-0,783-7943-1968-3-E
KADRİYE-Küçükler-1030524789-3,235-1892-476-3-K
GÖKHAN-Çamdalı-1030524790-3,886-288-81-3-E
RECEP-Körmükçü-1030524791-0,84-7798-1932-3-E
AYFER-Erbulak-1030524792-2,483-3764-913-3-K
BAHADIR-Akan-1030524793-2,355-4106-1000-3-E
ASLI-Paksüt-1030524794-2,194-4485-1096-3-K
BEGÜM-Akay-1030524795-3,22-1927-484-3-K
ERSİN-Alyanak-1030524796-0,899-7660-1900-3-E
KADİR-Avan-1030524797-0,693-8155-2011-3-E
BATUHAN-Akyüz-1030524798-3,092-2244-557-3-E
HİLMİ-Kunt-1030524799-2,22-4421-1077-3-E
BAHADIR-Ağaoğlu-1030524800-1,477-6246-1558-3-E
İBRAHİM-Erez-1030524801-2,952-2585-632-3-E
EYŞAN-Özgörkey-1030524802-0,65-8261-2041-3-K
HASAN-Ertürk-1030524803-2,806-2969-725-3-E
ABDULLAH-Arıcan-1030524804-1,776-5508-1367-3-E
SEFA-Yeşilkaya-1030524805-1,552-6040-1507-3-E
FEYZA-Balcı-1030524806-3,952-117-34-3-K
HİKMET-Tokatlıoğlu-1030524807-3,449-1370-352-3-E
SERDAR-Kocabıyık-1030524808-0,296-9191-2293-3-E
CÜNEYT-Akgül-1030524809-0,755-8024-1986-3-E
MİRAY-Erbay-1030524810-2,126-4670-1148-3-K
SEFA-Kavaklıoğlu-1030524811-1,269-6787-1674-3-E
EREN-Aclan-1030524812-3,376-1543-392-3-E
HİKMET-Topaloğlu-1030524813-0,426-8853-2191-3-E
FAZİLET-Duygulu-1030524814-3,434-1407-359-3-K
HABİBE-Öztonga-1030524815-0,199-9475-2365-3-K
ASLIHAN-Tekand-1030524816-0,419-8870-2195-3-K
NERGİS-Baturalp-1030524817-0,611-8365-2062-3-K
SEMA-Ekşioğlu-1030524818-0,672-8215-2029-3-K
FATMA-Özdoğan-1030524819-0,696-8148-2008-3-K
DERVİŞ-Özbey-1030524820-0,021-9946-2489-3-E
FAİK-Hakyemez-1030524821-1,804-5443-1347-3-E
HATİCE-Hamzaoğlu-1030524822-1,827-5399-1333-3-K
ESAT-Özdoğan-1030524823-2,547-3619-878-3-E
GÖKHAN-Alpuğan-1030524824-1,87-5293-1303-3-E
GÜLBEN-Özdoğan-1030524825-0,279-9240-2304-3-K
ALİSA-Koçyiğit-1030524826-3,271-1801-457-3-K
MAHMUT-Çatalbaş-1030524827-1,449-6318-1576-3-E
HAZİM-Kaya -1030524828-0,27-9267-2311-3-E
BAHADIR-Ilıcalı-1030524829-1,251-6831-1679-3-E
AYFER-Öztonga-1030524830-2,898-2737-668-3-K
NAZİK-Uca-1030524831-3,708-723-196-3-K
İZZET-Polat-1030524832-2,511-3692-898-3-E
HALDUN-Numanoğlu-1030524833-1,789-5474-1357-3-E
ERTUĞRUL-Bolatlı-1030524834-2,061-4828-1189-3-E
CAFE-Erginsoy-1030524835-1,55-6050-1509-3-E
NERGİS-Menemencioğlu-1030524836-2,866-2832-692-3-K
FİKRET-Çamdalı-1030524837-1,909-5191-1269-3-E
AFŞIN-Paksüt-1030524838-1,1-7168-1774-3-E
DOĞUKAN-Körmükçü-1030524839-1,941-5108-1251-3-E
SEDA-Durmaz-1030524840-3,371-1562-396-3-K
ERSİN-Kurutluoğlu-1030524841-2,451-3857-939-3-E
DUYGU-Alnıaçık-1030524842-0,369-8995-2230-3-K
HALİL-Demirbaş-1030524843-0,772-7976-1976-3-E
NAZİK-Atakol-1030524844-2,821-2932-715-3-K
YUNUS-Arıcan-1030524845-0,139-9614-2403-3-E
HATİCE-Kocabıyık-1030524846-3,464-1327-340-3-K
BURAK-Ekşioğlu-1030524847-2,778-3049-747-3-E
MEHMET-Erbay-1030524848-0,835-7811-1935-3-E
DOĞAN-Ayaydın-1030524849-1,311-6676-1650-3-E
HİLMİ-Ekici-1030524850-0,644-8273-2044-3-E
ALİME-Kasapoğlu-1030524851-3,615-969-260-3-K
AYŞEGÜL-Bolatlı-1030524852-1,446-6326-1578-3-K
EYLÜL-Öymen-1030524853-1,686-5733-1430-3-K
ERSİN-Gümüşpala-1030524854-3,328-1659-420-3-E
METEHAN-Yıldızoğlu-1030524855-3,09-2248-559-3-E
ÇETİN-Yılmazer-1030524856-0,926-7593-1885-3-E
GÜLDESTE-Berberoğlu-1030524857-1,626-5868-1463-3-K
SÜHEYLA-Ayverdi-1030524858-2,529-3661-891-3-K
HİLAL-Karadaş-1030524859-0,046-9868-2467-3-K
ÇAĞRI-Akgül-1030524860-0,344-9055-2250-3-E
DİCLE-Koçoğlu-1030524861-3,031-2383-592-3-K
CANAN-Uluhan-1030524862-2,375-4058-983-3-K
YUNUS-Sarıoğlu-1030524863-0,179-9523-2380-3-E
GÜRBÜZ-Oraloğlu-1030524864-2,331-4160-1011-3-E
TUĞÇE-Ilıcalı-1030524865-3,084-2264-563-3-K
DOĞAN-Keçeci-1030524866-1,786-5486-1362-3-E
HAKKI-Özbey-1030524867-0,042-9884-2474-3-E
ABDURRAHMAN-Durmaz-1030524868-3,55-1116-296-3-E
HANDAN-Kasapoğlu-1030524869-1,622-5874-1464-3-K
HİLMİ-Toraman-1030524870-0,459-8771-2172-3-E
FURKAN-Numanoğlu-1030524871-2,967-2546-624-3-E
ATAKAN-Paksüt-1030524872-2,226-4403-1072-3-E
FAZLI-Bakırcıoğlu-1030524873-0,948-7533-1867-3-E
EMRE-Baykam-1030524874-0,177-9529-2383-3-E
EFE-Sarıoğlu-1030524875-2,863-2838-694-3-E
EYŞAN-Taşçı-1030524876-0,046-9869-2468-3-K
ESRA-Tekand-1030524877-3,941-148-43-3-K
DENİZ-Sinanoğlu-1030524878-0,313-9147-2273-3-E
YUNUS-Kunt-1030524879-3,394-1497-382-3-E
ÇİLAY-Ilıcalı-1030524880-1,891-5236-1278-3-K
TAHSİN-Hakyemez-1030524881-0,597-8403-2073-3-E
EMRULLAH-Tüzün-1030524882-0,926-7594-1886-3-E
BURHAN-Akaydın-1030524883-3,421-1434-366-3-E
MERT-Atakol-1030524884-1,352-6569-1629-3-E
MELEK-Arıcan-1030524885-1,138-7084-1748-3-K
