GÖKHAN-Hamzaoğlu-1030520000-2,004-0-0-4-E
NERGİS-Özkara-1030524235-1,467-0-0-3-K
GÖNÜL-Tütüncü-1030524236-3,492-0-0-3-K
BERKAN-Sinanoğlu-1030524237-3,183-0-0-3-E
RAMAZAN-Polat-1030524238-3,362-0-0-3-E
MEHTAP-Duygulu-1030524239-2,754-0-0-3-K
SULTAN-Dalkıran-1030524240-3,349-0-0-3-K
ABDURRAHMAN-Hakyemez-1030524241-0,955-0-0-3-E
HİLAL-Adıvar-1030524242-1,473-0-0-3-K
DERYA-Hamzaoğlu-1030524243-0,473-0-0-3-K
CANSU-Tokatlıoğlu-1030524244-1,058-0-0-3-K
RAMAZAN-Öztuna-1030524245-1,531-0-0-3-E
FURKAN-Balcı-1030524246-2,934-0-0-3-E
ERSİN-Topaloğlu-1030524247-1,614-0-0-3-E
KAAN-Bademci-1030524248-2,929-0-0-3-E
DENİZ-Önür-1030524249-1,376-0-0-3-E
BERFİN-Kaya -1030524250-2,76-0-0-3-K
GÖKHAN-Nalbantoğlu-1030524251-2,056-0-0-3-E
NELİS-Süleymanoğlu-1030524252-2,217-0-0-3-K
ÇAĞRI-Demirbaş-1030524253-0,422-0-0-3-E
RÜMEYSA-Yıldızoğlu-1030524254-0,136-0-0-3-K
FERDANE-Ekici-1030524255-1,533-0-0-3-K
DEMET-Korol-1030524256-2,774-0-0-3-K
İLYA-Avan-1030524257-1,301-0-0-3-K
BUĞRA-Paksüt-1030524258-2,79-0-0-3-E
NESLİHAN-Ekici-1030524259-0,631-0-0-3-K
DERVİŞ-Süleymanoğlu-1030524260-2,344-0-0-3-E
EMİNE-Polat-1030524261-0,339-0-0-3-K
DOĞUKAN-Uluhan-1030524262-1,742-0-0-3-E
DOĞAN-Velioğlu-1030524263-2,114-0-0-3-E
ALP-Menemencioğlu-1030524264-1,87-0-0-3-E
ENES-Tuğlu-1030524265-3,098-0-0-3-E
SENEM-Erkekli-1030524266-2,575-0-0-3-K
ŞEYDA-Hamzaoğlu-1030524267-1,923-0-0-3-K
SELÇUK-Tahincioğlu-1030524268-3,913-0-0-3-E
ERSİN-Tuğlu-1030524269-3,409-0-0-3-E
GÖKÇE-Ekşioğlu-1030524270-0,365-0-0-3-K
İZZET-Elmastaşoğlu-1030524271-2,007-0-0-3-E
ÇETİN-Özkök -1030524272-1,17-0-0-3-E
HATİCE-Tazegül-1030524273-3,261-0-0-3-K
CUMA-Türkyılmaz-1030524274-0,792-0-0-3-E
ŞEVVAL-Arslanoğlu-1030524275-1,442-0-0-3-K
MUSTAFA-Beşerler-1030524276-2,702-0-0-3-E
CUMAALİ-Okumuş-1030524277-2,319-0-0-3-E
KADRİYE-Ilıcalı-1030524278-1,7-0-0-3-K
UMUT-Körmükçü-1030524279-2,666-0-0-3-E
SAMİ-Ekici-1030524280-3,925-0-0-3-E
MEHMET-Dağdaş-1030524281-2,396-0-0-3-E
GÜRBÜZ-Akman-1030524282-1,271-0-0-3-E
GAMZE-Velioğlu-1030524283-2,61-0-0-3-K
EMİNE-Tuğlu-1030524284-0,289-0-0-3-K
MEHTAP-Ekşioğlu-1030524285-3,293-0-0-3-K
ŞEYDA-Körmükçü-1030524286-2,871-0-0-3-K
EMRE-Uluhan-1030524287-2,469-0-0-3-E
ESMA-Özgörkey-1030524288-0,728-0-0-3-K
MUHAMMED-Kahveci-1030524289-1,738-0-0-3-E
DOĞUKAN-Doğan -1030524290-0,67-0-0-3-E
GÜLÇİN-Ekici-1030524291-1,643-0-0-3-K
GÜNAY-Sezek-1030524292-0,181-0-0-3-K
BEGÜM-Günday-1030524293-2,933-0-0-3-K
EMRE-Gönültaş-1030524294-1,888-0-0-3-E
RABİA-Yalçın-1030524295-3,887-0-0-3-K
SERDAR-Oraloğlu-1030524296-3,168-0-0-3-E
GÜLDESTE-Öztonga-1030524297-1,855-0-0-3-K
BURAK-Arslanoğlu-1030524298-0,427-0-0-3-E
BURAK-Kaya -1030524299-0,048-0-0-3-E
BATUHAN-Yalçın-1030524300-0,693-0-0-3-E
DİLBERAYELA-Aykaç-1030524301-1,198-0-0-3-K
İBRAHİM-Kaya -1030524302-1,985-0-0-3-E
İHSAN-Erkekli-1030524303-1,57-0-0-3-E
RESUL-Orbay-1030524304-2,298-0-0-3-E
FAHRİ-Süleymanoğlu-1030524305-0,573-0-0-3-E
EFE-Yeşilkaya-1030524306-2,902-0-0-3-E
EMİNE-Arıcan-1030524307-0,269-0-0-3-K
SERDAR-Nalbantoğlu-1030524308-2,233-0-0-3-E
FURKAN-Çatalbaş-1030524309-2,014-0-0-3-E
UĞUR-Topçuoğlu-1030524310-1,529-0-0-3-E
ESRA-Arslanoğlu-1030524311-2,464-0-0-3-K
SEFA-Doğan -1030524312-0,564-0-0-3-E
MEMDUH-Nebioğlu-1030524313-1,184-0-0-3-E
ABDULLAH-Kahveci-1030524314-1,615-0-0-3-E
ŞEYDA-Erkekli-1030524315-2,139-0-0-3-K
GÜNER-Orbay-1030524316-3,462-0-0-3-K
VEYSEL-Karaer-1030524317-2,934-0-0-3-E
GİZEM-Ertepınar-1030524318-3,137-0-0-3-K
ÇAĞLAR-Tunaboylu-1030524319-0,11-0-0-3-E
BERFİN-Arıcan-1030524320-2,212-0-0-3-K
SEFANUR-Sadıklar-1030524321-3,531-0-0-3-K
GÜRBÜZ-Akal-1030524322-2,857-0-0-3-E
HALUK-Elçiboğa-1030524323-2,104-0-0-3-E
TUĞÇE-Tokatlıoğlu-1030524324-0,364-0-0-3-K
ÇAĞATAY-Koyuncu-1030524325-0,235-0-0-3-E
RESUL-Kaya -1030524326-3,172-0-0-3-E
YUSUF-Tunaboylu-1030524327-2,724-0-0-3-E
KALENDER-Türkyılmaz-1030524328-1,579-0-0-3-E
SİBEL-Oraloğlu-1030524329-2,301-0-0-3-K
SEFA-Durmaz-1030524330-1,089-0-0-3-E
ELİF-Tunaboylu-1030524331-0,531-0-0-3-K
AHU-Orbay-1030524332-1,497-0-0-3-K
HATİCE-Tekelioğlu-1030524333-1,154-0-0-3-K
SEVDE-Tunaboylu-1030524334-2,132-0-0-3-K
BATUHAN-Öymen-1030524335-0,81-0-0-3-E
BARAN-Kumcuoğlu-1030524336-1,858-0-0-3-E
BERAT-Düşenkalkar-1030524337-3,331-0-0-3-E
MEHMET-Sezek-1030524338-3,431-0-0-3-E
ÖZKAN-Arslanoğlu-1030524339-3,15-0-0-3-E
NAZİK-Sarıoğlu-1030524340-3,406-0-0-3-K
TEVFİK-Egeli-1030524341-1,04-0-0-3-E
SAİD-Türkdoğan-1030524342-1,096-0-0-3-E
AYFER-Kulaksızoğlu-1030524343-3,982-0-0-3-K
LEYLA-Keçeci-1030524344-0,727-0-0-3-K
HALUK-Mayhoş-1030524345-1,309-0-0-3-E
HATİCE-Arıcan-1030524346-3,567-0-0-3-K
OSMAN-Doğan -1030524347-3,318-0-0-3-E
ANIL-Akman-1030524348-0,124-0-0-3-E
ASLIM-Adal-1030524349-2,007-0-0-3-K
RÜMEYSA-Tanrıkulu-1030524350-0,273-0-0-3-K
DEMET-Karaböcek-1030524351-3,94-0-0-3-K
YUSUF-Okumuş-1030524352-2,492-0-0-3-E
ŞULE-Koç-1030524353-0,296-0-0-3-K
TALHA-Erbulak-1030524354-3,952-0-0-3-E
DERVİŞ-Bakırcıoğlu-1030524355-3,584-0-0-3-E
ASLIHAN-Ayverdi-1030524356-3,794-0-0-3-K
SÜHEYLA-Adal-1030524357-0,571-0-0-3-K
UTKU-Yıldızoğlu-1030524358-3,857-0-0-3-E
ONUR-Poçan-1030524359-3,839-0-0-3-E
ESRA-Akal-1030524360-3,907-0-0-3-K
DEFNE-Aykaç-1030524361-0,691-0-0-3-K
ALİME-Mayhoş-1030524362-0,619-0-0-3-K
ÖZGÜR-Akyüz-1030524363-0,168-0-0-3-E
İNCİ-Babacan-1030524364-1,245-0-0-3-K
MELİSA-Doğan -1030524365-0,04-0-0-3-K
MECNUN-Türkyılmaz-1030524366-0,624-0-0-3-E
GÖZDE-Kunter-1030524367-1,83-0-0-3-K
GÖKHAN-Hakyemez-1030524368-0,943-0-0-3-E
RESUL-Alpuğan-1030524369-1,172-0-0-3-E
DEMET-Erberk-1030524370-0,345-0-0-3-K
MİRAY-Sarıoğlu-1030524371-0,795-0-0-3-K
DİLARA-Arıcan-1030524372-3,24-0-0-3-K
NAZLI-Karadaş-1030524373-2,249-0-0-3-K
NAZİK-Yetkiner-1030524374-0,121-0-0-3-K
BUĞRA-Dalkıran-1030524375-0,288-0-0-3-E
BİLGE-Kılıççı-1030524376-0,488-0-0-3-K
İLAYDA-Çetin-1030524377-2,53-0-0-3-K
GÜLDESTE-Elmastaşoğlu-1030524378-2,373-0-0-3-K
MUSTAFA-Aykaç-1030524379-0,365-0-0-3-E
ERTAN-Türkyılmaz-1030524380-2,097-0-0-3-E
YILDIZ-Menemencioğlu-1030524381-1,108-0-0-3-K
SEVGİ-Pekkan-1030524382-0,413-0-0-3-K
CÜNEYT-Topaloğlu-1030524383-3,549-0-0-3-E
PERİHAN-Elmastaşoğlu-1030524384-1,193-0-0-3-K
SELİM-Sezek-1030524385-3,007-0-0-3-E
SELİN-Ağaoğlu-1030524386-3,293-0-0-3-K
HAKAN-Erbay-1030524387-2,131-0-0-3-E
CİVAN-Tokatlıoğlu-1030524388-0,826-0-0-3-E
EYÜP-Tokatlıoğlu-1030524389-3,846-0-0-3-E
NİHAL-Koç-1030524390-1,706-0-0-3-K
ERKAN-Çetiner-1030524391-3,191-0-0-3-E
FERDA-Solmaz-1030524392-0,872-0-0-3-K
KEREM-Elmastaşoğlu-1030524393-2,284-0-0-3-E
FERİHA-Hakyemez-1030524394-0,872-0-0-3-K
YÜSRA-Duygulu-1030524395-0,106-0-0-3-K
VEYSEL-Oraloğlu-1030524396-1,522-0-0-3-E
ONUR-Çamdalı-1030524397-2,361-0-0-3-E
ILGIN-Tuğluk-1030524398-2,478-0-0-3-K
BÜLENT-Hakyemez-1030524399-0,84-0-0-3-E
EMRULLAH-Tekelioğlu-1030524400-2,804-0-0-3-E
GÖKÇEN-Pekkan-1030524401-3,962-0-0-3-K
SÜMEYYE-Atakol-1030524402-1,891-0-0-3-K
HACI-Sezek-1030524403-2,217-0-0-3-E
AYFER-Kılıççı-1030524404-2,151-0-0-3-K
TOPRAK-Önür-1030524405-0,442-0-0-3-E
CUMAALİ-Kurutluoğlu-1030524406-3,013-0-0-3-E
EMRULLAH-Yeşilkaya-1030524407-0,474-0-0-3-E
DENİZ-Çağıran-1030524408-1,596-0-0-3-E
ÖZKAN-Gümüşpala-1030524409-0,411-0-0-3-E
HÜSEYİN-Tanrıkulu-1030524410-3,181-0-0-3-E
FİKRET-Denkel-1030524411-1,859-0-0-3-E
ENES-Topçuoğlu-1030524412-0,458-0-0-3-E
FİDAN-Çağıran-1030524413-0,418-0-0-3-K
HAYAT-Atan-1030524414-0,969-0-0-3-K
FERDA-Süleymanoğlu-1030524415-2,297-0-0-3-K
MUHAMMED-Kumcuoğlu-1030524416-1,569-0-0-3-E
CANTEKİN-Mayhoş-1030524417-2,245-0-0-3-E
MELEK-Ayverdi-1030524418-1,249-0-0-3-K
ESRA-Düşenkalkar-1030524419-3,821-0-0-3-K
MERVE-Avan-1030524420-0,408-0-0-3-K
HASAN-Tazegül-1030524421-2,769-0-0-3-E
YÜSRA-Oraloğlu-1030524422-0,718-0-0-3-K
AYŞENUR-Yetkiner-1030524423-2,6-0-0-3-K
DİLAVER-Erginsoy-1030524424-1,109-0-0-3-E
BAŞARAN-Ilıcalı-1030524425-0,96-0-0-3-E
FERHAN-Erdoğan-1030524426-1,921-0-0-3-K
NECLA-Topaloğlu-1030524427-2,552-0-0-3-K
CAFER-Aclan-1030524428-1,606-0-0-3-E
ERSİN-Ozansoy-1030524429-3,795-0-0-3-E
MELİSA-Mayhoş-1030524430-0,113-0-0-3-K
EMRULLAH-Akyüz-1030524431-3,644-0-0-3-E
VENHAR-Tazegül-1030524432-2,556-0-0-3-K
TAYFUR-Özberk-1030524433-3,228-0-0-3-E
GAMZE-Körmükçü-1030524434-0,138-0-0-3-K
MELİKE-Yetkiner-1030524435-1,273-0-0-3-K
HACI-Ekici-1030524436-3,643-0-0-3-E
FEYZA-Kunter-1030524437-3,163-0-0-3-K
GONCA-Pekkan-1030524438-3,374-0-0-3-K
NAZİK-Atan-1030524439-1,319-0-0-3-K
SAİD-Uluhan-1030524440-0,59-0-0-3-E
NERGİS-Taşlı-1030524441-3,267-0-0-3-K
SÜHEYLA-Kunt-1030524442-2,405-0-0-3-K
AKIN-Yıldırım -1030524443-2,362-0-0-3-E
SAİD-Velioğlu-1030524444-3,388-0-0-3-E
GÖKHAN-Evliyaoğlu-1030524445-1,413-0-0-3-E
CANSU-Önür-1030524446-1,602-0-0-3-K
ESRA-Denkel-1030524447-1,245-0-0-3-K
ÖZGÜR-Sarıoğlu-1030524448-2,771-0-0-3-E
ERTUĞRUL-Özdenak-1030524449-2,015-0-0-3-E
SULTAN-Bakırcıoğlu-1030524450-1,116-0-0-3-K
TOPRAK-Polat-1030524451-2,366-0-0-3-E
AYŞE-Atakol-1030524452-1,382-0-0-3-K
LEYLA-Erez-1030524453-0,962-0-0-3-K
ATAKAN-Menemencioğlu-1030524454-1,76-0-0-3-E
ORHAN-Adal-1030524455-3,497-0-0-3-E
OKTAY-Limoncuoğlu-1030524456-0,25-0-0-3-E
EFE-Baturalp-1030524457-1,395-0-0-3-E
RABİA-Nalbantoğlu-1030524458-0,772-0-0-3-K
CÜNEYT-Koçyiğit-1030524459-3,601-0-0-3-E
ŞEVVAL-Hakyemez-1030524460-2,811-0-0-3-K
CÜNEYT-Kavaklıoğlu-1030524461-3,395-0-0-3-E
İSMAİL-Arslanoğlu-1030524462-2,01-0-0-3-E
CANAN-Paksüt-1030524463-2,795-0-0-3-K
SEFA-Kulaksızoğlu-1030524464-0,366-0-0-3-E
MEHTAP-Ağaoğlu-1030524465-1,898-0-0-3-K
NİMET-Avan-1030524466-2,88-0-0-3-K
BERKAN-Tazegül-1030524467-0,886-0-0-3-E
ELİF-Bakırcıoğlu-1030524468-2,787-0-0-3-K
BERAT-Kocabıyık-1030524469-1,547-0-0-3-E
SEÇİL-Toraman-1030524470-0,027-0-0-3-K
SİBEL-Avan-1030524471-0,833-0-0-3-K
FATMA-Kaya -1030524472-3,294-0-0-3-K
GAYE-Akan-1030524473-3,781-0-0-3-K
AKIN-Tokgöz-1030524474-0,526-0-0-3-E
BUĞRA-Tütüncü-1030524475-1,409-0-0-3-E
TAYFUR-Oraloğlu-1030524476-1,207-0-0-3-E
BUĞRA-Çevik-1030524477-2,909-0-0-3-E
CEYDA-Erdoğan-1030524478-0,382-0-0-3-K
KÜBRA-Yalçın-1030524479-2,267-0-0-3-K
CEYLAN-Numanoğlu-1030524480-3,398-0-0-3-K
MAHMURE-Doğan -1030524481-3,756-0-0-3-K
SEYİT-Akman-1030524482-1,171-0-0-3-E
TAYFUN-Biçer-1030524483-0,372-0-0-3-E
AÇELYA-Durak -1030524484-1,368-0-0-3-K
HİLMİ-Toraman-1030524485-3,261-0-0-3-E
BERAT-Okur-1030524486-0,894-0-0-3-E
ECE-Erbay-1030524487-0,185-0-0-3-K
ÇAĞATAY-Kaya -1030524488-1,607-0-0-3-E
EYŞAN-Tanrıkulu-1030524489-3,38-0-0-3-K
HALUK-Özdoğan-1030524490-1,546-0-0-3-E
SİNAN-Dalkıran-1030524491-1,312-0-0-3-E
TUNA-Hamzaoğlu-1030524492-0,207-0-0-3-E
SELÇUK-Sözeri-1030524493-0,608-0-0-3-E
CANSU-Kurutluoğlu-1030524494-1,236-0-0-3-K
MUSA-Doğan -1030524495-3,553-0-0-3-E
SELİN-Özbey-1030524496-2,548-0-0-3-K
DEMET-Duygulu-1030524497-0,827-0-0-3-K
MİHRİBAN-Kunt-1030524498-1,469-0-0-3-K
ENES-Topaloğlu-1030524499-0,653-0-0-3-E
GÖZDE-Yeşilkaya-1030524500-1,815-0-0-3-K
GÖKHAN-Özdenak-1030524501-3,86-0-0-3-E
SERGEN-Başoğlu-1030524502-1,46-0-0-3-E
UĞUR-Polat-1030524503-3,468-0-0-3-E
EMİR-Aykaç-1030524504-3,21-0-0-3-E
CÜNEYT-Alnıaçık-1030524505-1,307-0-0-3-E
ŞEYDA-Arıcan-1030524506-1,725-0-0-3-K
TOPRAK-Velioğlu-1030524507-1,359-0-0-3-E
ALİME-Tunaboylu-1030524508-1,885-0-0-3-K
ESAT-Karaduman-1030524509-1,641-0-0-3-E
ŞEYDA-Tunaboylu-1030524510-1,4-0-0-3-K
HAMZA-Adıvar-1030524511-2,177-0-0-3-E
VOLKAN-Hakyemez-1030524512-3,291-0-0-3-E
FADİME-Ertepınar-1030524513-3,965-0-0-3-K
AFŞIN-Koç-1030524514-0,33-0-0-3-E
SAMET-Özgörkey-1030524515-0,924-0-0-3-E
ÖMER-Kahveci-1030524516-1,939-0-0-3-E
MELEK-Nalbantoğlu-1030524517-2,244-0-0-3-K
SEYYİD-Barbarosoğlu-1030524518-0,462-0-0-3-E
ENES-Orbay-1030524519-2,535-0-0-3-E
ALİSA-Erberk-1030524520-2,467-0-0-3-K
HACI-Avan-1030524521-0,07-0-0-3-E
EMRAH-Denkel-1030524522-2,317-0-0-3-E
BERKAN-Ertürk-1030524523-2,119-0-0-3-E
YAHYA-Özgörkey-1030524524-0,291-0-0-3-E
BEKİR-Paksüt-1030524525-0,966-0-0-3-E
ŞEYMA-Sözeri-1030524526-1,724-0-0-3-K
HABİBE-Tokatlıoğlu-1030524527-0,24-0-0-3-K
MERVE-Hakyemez-1030524528-2,069-0-0-3-K
ÖMER-Tokatlıoğlu-1030524529-1,124-0-0-3-E
AHENK-Nalbantoğlu-1030524530-1,847-0-0-3-K
NAZLI-Balcı-1030524531-2,827-0-0-3-K
HAZİM-Akay-1030524532-1,098-0-0-3-E
ESAT-Ertürk-1030524533-0,3-0-0-3-E
HANDAN-Mayhoş-1030524534-3,064-0-0-3-K
AYŞE-Erdoğan-1030524535-1,849-0-0-3-K
HANDAN-Yeşilkaya-1030524536-0,107-0-0-3-K
BERKAN-Babaoğlu-1030524537-3,197-0-0-3-E
AFŞIN-Ilıcalı-1030524538-3,462-0-0-3-E
SULTAN-Düşenkalkar-1030524539-2,825-0-0-3-K
CEYLAN-Öztonga-1030524540-0,935-0-0-3-K
FERDANE-Doğan -1030524541-2,887-0-0-3-K
NİMET-Topaloğlu-1030524542-1,333-0-0-3-K
BERAT-Türkdoğan-1030524543-1,977-0-0-3-E
DOĞAN-Erkekli-1030524544-2,92-0-0-3-E
TAYFUR-Kasapoğlu-1030524545-0,945-0-0-3-E
ALİ-Özberk-1030524546-2,668-0-0-3-E
ŞEYMANUR-Ilıcalı-1030524547-3,231-0-0-3-K
TUNA-Özdoğan-1030524548-0,769-0-0-3-E
RÜMEYSA-Özgörkey-1030524549-2,647-0-0-3-K
RESUL-Bakırcıoğlu-1030524550-0,894-0-0-3-E
BATUHAN-Biçer-1030524551-2,735-0-0-3-E
ESAT-Aykaç-1030524552-0,305-0-0-3-E
CANSEL-Koç-1030524553-2,172-0-0-3-K
YAHYA-Ilıcalı-1030524554-2,731-0-0-3-E
OSMAN-Tekand-1030524555-2,528-0-0-3-E
ESEN-Abadan-1030524556-1,324-0-0-3-K
FERDANE-Kahveci-1030524557-0,933-0-0-3-K
CİVAN-Kaya -1030524558-3,682-0-0-3-E
BATUHAN-Koyuncu-1030524559-0,435-0-0-3-E
AŞİYAN-Aşıkoğlu-1030524560-2,375-0-0-3-K
BERFİN-Akyürek-1030524561-3,46-0-0-3-K
CANSU-Özberk-1030524562-2,286-0-0-3-K
HAZAN-Paksüt-1030524563-1,137-0-0-3-K
ERKAN-Ilıcalı-1030524564-1,977-0-0-3-E
BATUHAN-Önür-1030524565-3,615-0-0-3-E
EMİR-Demirbaş-1030524566-2,983-0-0-3-E
VEHBİ-Öztonga-1030524567-1,471-0-0-3-E
TOPRAK-Kahveci-1030524568-1,98-0-0-3-E
CANSEL-Durak -1030524569-1,89-0-0-3-K
HABİBE-Ayaydın-1030524570-0,905-0-0-3-K
İBRAHİM-Egeli-1030524571-0,808-0-0-3-E
EKREM-Çetin-1030524572-3,409-0-0-3-E
NİHAL-Uluhan-1030524573-3,497-0-0-3-K
UMUT-Solmaz-1030524574-1,618-0-0-3-E
İSMAİL-Atan-1030524575-3,644-0-0-3-E
SERGEN-Arslanoğlu-1030524576-3,866-0-0-3-E
ERTAN-Keçeci-1030524577-1,541-0-0-3-E
NEHİR-Kahveci-1030524578-0,786-0-0-3-K
FAHRİ-Çetiner-1030524579-0,007-0-0-3-E
HAKAN-Özkara-1030524580-0,893-0-0-3-E
NAZİK-Erginsoy-1030524581-2,667-0-0-3-K
ESAT-Ekici-1030524582-0,029-0-0-3-E
İBRAHİM-Erkekli-1030524583-0,465-0-0-3-E
HÜSAMEDDİN-Aşıkoğlu-1030524584-0,095-0-0-3-E
SEVDE-Ilıcalı-1030524585-0,485-0-0-3-K
SEFA-Karabulut-1030524586-2,725-0-0-3-E
EYŞAN-Aydan-1030524587-1,794-0-0-3-K
HALİL-Sözeri-1030524588-1,965-0-0-3-E
BİLGE-Başoğlu-1030524589-2,665-0-0-3-K
ECEM-Sözeri-1030524590-0,593-0-0-3-K
BAKİ-Dağdaş-1030524591-0,299-0-0-3-E
GÜLNAZ-Dağdaş-1030524592-1,507-0-0-3-K
DİLEK-Atan-1030524593-3,027-0-0-3-K
SULTAN-Abadan-1030524594-0,803-0-0-3-K
HÜSEYİN-Sarıoğlu-1030524595-1,309-0-0-3-E
SAMİ-Körmükçü-1030524596-3,116-0-0-3-E
ARİF-Ilıcalı-1030524597-0,144-0-0-3-E
GÜLNİHAL-Sözeri-1030524598-0,19-0-0-3-K
TOPRAK-Akaydın-1030524599-2,815-0-0-3-E
BURAK-Özgörkey-1030524600-2,983-0-0-3-E
SÜMEYYE-Özdenak-1030524601-2,928-0-0-3-K
ÇAĞATAY-Tunçeri-1030524602-2,289-0-0-3-E
HABİBE-Baturalp-1030524603-2,446-0-0-3-K
AÇELYA-Sözeri-1030524604-1,408-0-0-3-K
AHSEN-Alpuğan-1030524605-0,456-0-0-3-K
FİRDEVS-Süleymanoğlu-1030524606-1,036-0-0-3-K
MUHAMMED-Biçer-1030524607-2,761-0-0-3-E
MUSA-Karaduman-1030524608-3,516-0-0-3-E
EMRE-Kavaklıoğlu-1030524609-0,114-0-0-3-E
ÖZGÜL-Atan-1030524610-2,243-0-0-3-K
ALİSA-Erdoğan-1030524611-2,812-0-0-3-K
ECEM-Dağdaş-1030524612-3,303-0-0-3-K
ONUR-Topçuoğlu-1030524613-3,743-0-0-3-E
BUĞRA-Yıldızoğlu-1030524614-0,686-0-0-3-E
SEMA-Öztonga-1030524615-0,06-0-0-3-K
TUNA-Özdoğan-1030524616-1,489-0-0-3-E
BEKİR-Dalkıran-1030524617-1,121-0-0-3-E
HALDUN-Koçoğlu-1030524618-2,782-0-0-3-E
SULTAN-Topaloğlu-1030524619-0,21-0-0-3-K
TOPRAK-Özgörkey-1030524620-1,401-0-0-3-E
YASEMİN-Evliyaoğlu-1030524621-2,065-0-0-3-K
FAZLI-Özbey-1030524622-1,519-0-0-3-E
BURAK-Doğan -1030524623-2,213-0-0-3-E
FAZIL-Kunt-1030524624-2,959-0-0-3-E
BAŞARAN-Polat-1030524625-0,98-0-0-3-E
AKIN-Atakol-1030524626-1,157-0-0-3-E
İZZET-Ekici-1030524627-3,673-0-0-3-E
AYŞE-Sarıoğlu-1030524628-2,29-0-0-3-K
VEYSEL-Barbarosoğlu-1030524629-2,808-0-0-3-E
GÖNÜL-Hakyemez-1030524630-0,804-0-0-3-K
HAMZA-Ertürk-1030524631-3,857-0-0-3-E
CANTEKİN-Ağaoğlu-1030524632-1,008-0-0-3-E
ALPEREN-Eronat-1030524633-0,374-0-0-3-E
YUSUF-Kılıççı-1030524634-2,505-0-0-3-E
ILGIN-Akbulut-1030524635-0,268-0-0-3-K
DERYA-Avan-1030524636-0,865-0-0-3-K
DERVİŞ-Körmükçü-1030524637-0,672-0-0-3-E
CAFER-Alyanak-1030524638-2,029-0-0-3-E
TAYFUR-Durak -1030524639-0,891-0-0-3-E
BAKİ-Uca-1030524640-2,242-0-0-3-E
İDİL-Duygulu-1030524641-0,058-0-0-3-K
HALDUN-Kaya -1030524642-0,092-0-0-3-E
ANIL-Sadıklar-1030524643-1,119-0-0-3-E
AYŞENUR-Kavaklıoğlu-1030524644-1,701-0-0-3-K
CAFE-Gönültaş-1030524645-1,906-0-0-3-E
EKREM-Topçuoğlu-1030524646-1,637-0-0-3-E
ALİ-Sepetçi-1030524647-0,123-0-0-3-E
HÜMEYRA-Ayverdi-1030524648-0,844-0-0-3-K
DOĞAN-Sinanoğlu-1030524649-3,787-0-0-3-E
GÜNAY-Tazegül-1030524650-1,826-0-0-3-K
SEMA-Adal-1030524651-2,765-0-0-3-K
LATİFE-Eronat-1030524652-3,944-0-0-3-K
ENİSE-Ilıcalı-1030524653-1,227-0-0-3-K
İSMAİL-Körmükçü-1030524654-3,63-0-0-3-E
SELİN-Limoncuoğlu-1030524655-0,135-0-0-3-K
HATİCE-Orbay-1030524656-1,587-0-0-3-K
ATAKAN-Sinanoğlu-1030524657-0,302-0-0-3-E
CANAN-Özbir-1030524658-1,527-0-0-3-K
NUR-Uluhan-1030524659-3,762-0-0-3-K
SAİD-Kunter-1030524660-1,7-0-0-3-E
SEZER-Kavaklıoğlu-1030524661-0,848-0-0-3-E
DİLARA-Tuğluk-1030524662-3,656-0-0-3-K
ENES-Kunter-1030524663-1,293-0-0-3-E
VEYSEL-Keçeci-1030524664-2,395-0-0-3-E
TEVFİK-Doğan -1030524665-0,843-0-0-3-E
FERİHA-Barbarosoğlu-1030524666-2,163-0-0-3-K
ANIL-Paksüt-1030524667-3,152-0-0-3-E
SÜMEYYE-Karaer-1030524668-2,735-0-0-3-K
SÜMEYRA-Eliçin-1030524669-2,811-0-0-3-K
CİVAN-Koç-1030524670-3,628-0-0-3-E
EREN-Süleymanoğlu-1030524671-3,003-0-0-3-E
SEYYİD-Ayaydın-1030524672-3,901-0-0-3-E
HALE-Nebioğlu-1030524673-2,376-0-0-3-K
MAHMURE-Dalkıran-1030524674-2,455-0-0-3-K
EMRE-Gönültaş-1030524675-0,833-0-0-3-E
DİLEK-Kılıççı-1030524676-0,529-0-0-3-K
EMİR-Günday-1030524677-3,568-0-0-3-E
SİNAN-Tokgöz-1030524678-1,837-0-0-3-E
DEMET-Mayhoş-1030524679-3,89-0-0-3-K
FAİK-Nalbantoğlu-1030524680-3,122-0-0-3-E
EMRAH-Barbarosoğlu-1030524681-2,201-0-0-3-E
ECE-Barbarosoğlu-1030524682-1,966-0-0-3-K
AYLİN-Kunt-1030524683-2,335-0-0-3-K
BEGÜM-Tunçeri-1030524684-3,912-0-0-3-K
CEREN-Abadan-1030524685-0,359-0-0-3-K
SUZAN-Aykaç-1030524686-2,232-0-0-3-K
CANSU-Avan-1030524687-3,979-0-0-3-K
SELİN-Ilıcalı-1030524688-2,972-0-0-3-K
EMRULLAH-Sadıklar-1030524689-1,265-0-0-3-E
SAMİ-Sezek-1030524690-0,915-0-0-3-E
KAAN-Tokatlıoğlu-1030524691-0,933-0-0-3-E
FAZLI-Doğan -1030524692-2,462-0-0-3-E
GÜNAY-Ertürk-1030524693-2,118-0-0-3-K
AYLİN-Nebioğlu-1030524694-0,218-0-0-3-K
DİCLE-Özbey-1030524695-2,019-0-0-3-K
EMİNE-Kulaksızoğlu-1030524696-1,383-0-0-3-K
MİHRİBAN-Günday-1030524697-1,653-0-0-3-K
